"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "LAI_TYPE", "LAI_COMMENT", "LAI_TOT", "LAI_CLUMP", "LAI_METHOD", "LAI_APPROACH", "LAI_DATE", "LAI_U", "LAI_TOT_SPATIAL_VARIABILITY", "LAI_O_DEC", "LAI_O_DEC_SPATIAL_REP_NUMBER", "LAI_O_DEC_SPATIAL_VARIABILITY", "LAI_O_EVG", "LAI_O_EVG_SPATIAL_VARIABILITY", "LAI_U_SPATIAL_REP_NUMBER", "LAI_U_SPATIAL_VARIABILITY", "LAI_TOT_SPATIAL_REP_NUMBER", "LAI_DATE_UNC", 
"US-Dk3", "28488", "GRP_LAI", "LAI", "(Multiple techniques assimilated to determine LAI); These are extracted values from an interpoloated time series.  The time series is available upon requestion.  See McCarthy HR, Oren R, Finzi AC, Ellsworth DS, Kim H-S, Johnsen KH, Millar B (2007) Temporal dynamics and spatial variability in the enhancement of canopy leaf area under elevated atmospheric CO2. Global Change Biology 13(12): 2479-2497 for details on measurement technique.", "1.89", , , , "2004", , , , , , , , , , , , 
"US-Dk3", "28489", "GRP_LAI", "LAI", "(Multiple techniques assimilated to determine LAI); These are extracted values from an interpoloated time series.  The time series is available upon requestion.  See McCarthy HR, Oren R, Finzi AC, Ellsworth DS, Kim H-S, Johnsen KH, Millar B (2007) Temporal dynamics and spatial variability in the enhancement of canopy leaf area under elevated atmospheric CO2. Global Change Biology 13(12): 2479-2497 for details on measurement technique.", "4.09", , , , "20040701", , , , , , , , , , , , 
"US-Dk3", "28490", "GRP_LAI", "LAI", "(Multiple techniques assimilated to determine LAI); These are extracted values from an interpoloated time series.  The time series is available upon requestion.  See McCarthy HR, Oren R, Finzi AC, Ellsworth DS, Kim H-S, Johnsen KH, Millar B (2007) Temporal dynamics and spatial variability in the enhancement of canopy leaf area under elevated atmospheric CO2. Global Change Biology 13(12): 2479-2497 for details on measurement technique.", "1.6", , , , "2005", , , , , , , , , , , , 
"US-Dk3", "28947", "GRP_LAI", "LAI", "(Multiple techniques assimilated to determine LAI); These are extracted values from an interpoloated time series.  The time series is available upon requestion.  See McCarthy HR, Oren R, Finzi AC, Ellsworth DS, Kim H-S, Johnsen KH, Millar B (2007) Temporal dynamics and spatial variability in the enhancement of canopy leaf area under elevated atmospheric CO2. Global Change Biology 13(12): 2479-2497 for details on measurement technique.", "1.91", , , , "2002", , , , , , , , , , , , 
"US-Dk3", "29092", "GRP_LAI", "LAI", "(Multiple techniques assimilated to determine LAI); These are extracted values from an interpoloated time series.  The time series is available upon requestion.  See McCarthy HR, Oren R, Finzi AC, Ellsworth DS, Kim H-S, Johnsen KH, Millar B (2007) Temporal dynamics and spatial variability in the enhancement of canopy leaf area under elevated atmospheric CO2. Global Change Biology 13(12): 2479-2497 for details on measurement technique.", "1.63", , , , "2003", , , , , , , , , , , , 
"US-Fmf", "27369", "GRP_LAI", "LAI", "allometry   on 5 25 m radious circular plots. Following equations and specific leaf area in Kaye, J. P., Hart, S. C., Fule, P. Z., Covington, W. W., Moore, M. M., Kaye, M. W. 2005. Initial carbon, nitrogen, and phosphorus fluxes following ponderosa pine restoration treatments. Ecological Applications, 15(5) 1581-1593.", "1.5", , "other", , "20061002", , , , , , , , , , , , 
"US-Fmf", "27370", "GRP_LAI", "LAI", "allometry   on 5 25 m radious circular plots. Following equations and specific leaf area in Kaye, J. P., Hart, S. C., Fule, P. Z., Covington, W. W., Moore, M. M., Kaye, M. W. 2005. Initial carbon, nitrogen, and phosphorus fluxes following ponderosa pine restoration treatments. Ecological Applications, 15(5) 1581-1593.", "0.9", , "other", , "20071002", , , , , , , , , , , , 
"US-FPe", "23759", "GRP_LAI", "LAI", "http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.fort_peck.01", "2.5", , , , , , , , , , , , , , , , 
"US-FR2", "23761", "GRP_LAI", "LAI", "
very rough estimate", "2.8", , , , , "0.8", , , , , , , , , , , 
"US-Fuf", "27077", "GRP_LAI", "LAI", "allometry   on 5 25 m radious circular plots. Following equations and specific leaf area in Kaye, J. P., Hart, S. C., Fule, P. Z., Covington, W. W., Moore, M. M., Kaye, M. W. 2005. Initial carbon, nitrogen, and phosphorus fluxes following ponderosa pine restoration treatments. Ecological Applications, 15(5) 1581-1593.", "2.2", , "other", , "2007", , , , , , , , , , , , 
"US-Fuf", "27377", "GRP_LAI", "LAI", "allometry   on 5 25 m radious circular plots. Following equations and specific leaf area in Kaye, J. P., Hart, S. C., Fule, P. Z., Covington, W. W., Moore, M. M., Kaye, M. W. 2005. Initial carbon, nitrogen, and phosphorus fluxes following ponderosa pine restoration treatments. Ecological Applications, 15(5) 1581-1593.", "2.2", , "other", , "2006", , , , , , , , , , , , 
"US-Fwf", "29212", "GRP_LAI", "LAI", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", "0.5", , "direct", , "20071002", , , , , , , , , , , , 
"US-Fwf", "29535", "GRP_LAI", "LAI", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", "0.6", , "direct", , "20061002", , , , , , , , , , , , 
"US-Goo", "24919", "GRP_LAI", "LAI", "Source: http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.goodwin_creek.01", "2", , , , , , , , , , , , , , , , 
"US-Ha1", "17365", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980415", , , "0.03", "33", "0.05", , , , , , , 
"US-Ha1", "17372", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980424", , , "0.07", "33", "0.1", , , , , , , 
"US-Ha1", "17378", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980504", , , "0.37", "33", "0.17", , , , , , , 
"US-Ha1", "17384", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980508", , , "0.69", "33", "0.21", , , , , , , 
"US-Ha1", "17390", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980513", , , "0.83", "33", "0.23", , , , , , , 
"US-Ha1", "17396", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980518", , , "1.98", "33", "0.39", , , , , , , 
"US-Ha1", "17402", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980528", , , "2.62", "33", "0.53", , , , , , , 
"US-Ha1", "17408", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980609", , , "2.64", "33", "0.6", , , , , , , 
"US-Ha1", "17414", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980708", , , "2.89", "33", "0.55", , , , , , , 
"US-Ha1", "17420", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980819", , , "3", "33", "0.53", , , , , , , 
"US-Ha1", "17426", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19980916", , , "2.86", "33", "0.46", , , , , , , 
"US-Ha1", "17432", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19981002", , , "2.13", "33", "0.4", , , , , , , 
"US-Ha1", "17438", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19981009", , , "1.54", "33", "0.33", , , , , , , 
"US-Ha1", "17444", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19981016", , , "1.24", "33", "0.27", , , , , , , 
"US-Ha1", "17450", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19981028", , , "0.33", "33", "0.12", , , , , , , 
"US-Ha1", "17456", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19981116", , , "0.15", "33", "0.08", , , , , , , 
"US-Ha1", "17461", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990413", , , "0.03", "33", "0.07", , , , , , , 
"US-Ha1", "17466", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990427", , , "0.11", "33", "0.09", , , , , , , 
"US-Ha1", "17471", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990505", , , "0.14", "33", "0.11", , , , , , , 
"US-Ha1", "17476", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990510", , , "0.56", "33", "0.15", , , , , , , 
"US-Ha1", "17480", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990513", , , "0.86", "33", "0.22", , , , , , , 
"US-Ha1", "17484", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990518", , , "1.69", "33", "0.41", , , , , , , 
"US-Ha1", "17488", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990525", , , "2.55", "33", "0.53", , , , , , , 
"US-Ha1", "17492", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990616", , , "3.39", "33", "0.67", , , , , , , 
"US-Ha1", "17496", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19990810", , , "3.22", "33", "0.58", , , , , , , 
"US-Ha1", "17500", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19991005", , , "2.56", "33", "0.49", , , , , , , 
"US-Ha1", "17504", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "19991021", , , "1.19", "33", "0.36", , , , , , , 
"US-Ha1", "17508", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20050728", , , "3.6", "33", "0.82", , , , , , , 
"US-Ha1", "17512", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20050822", , , "3.68", "33", "0.74", , , , , , , 
"US-Ha1", "17516", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20050927", , , "3.28", "33", "0.65", , , , , , , 
"US-Ha1", "17847", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20051220", , , "0", "33", , , , , , , , 
"US-Ha1", "17851", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060417", , , "0.01", "33", "0.04", , , , , , , 
"US-Ha1", "17855", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060504", , , "0.15", "33", "0.06", , , , , , , 
"US-Ha1", "17859", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060517", , , "0.69", "33", "0.18", , , , , , , 
"US-Ha1", "17863", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060525", , , "1.44", "33", "0.39", , , , , , , 
"US-Ha1", "17867", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060621", , , "3.08", "33", "0.63", , , , , , , 
"US-Ha1", "17871", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060705", , , "3.19", "33", "0.61", , , , , , , 
"US-Ha1", "17875", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060717", , , "3.28", "33", "0.61", , , , , , , 
"US-Ha1", "17879", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20060822", , , "3.1", "33", "0.59", , , , , , , 
"US-Ha1", "17883", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20061003", , , "2.19", "33", "0.43", , , , , , , 
"US-Ha1", "17887", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20061016", , , "1.3", "33", "0.33", , , , , , , 
"US-Ha1", "17891", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20061030", , , "0.41", "33", "0.15", , , , , , , 
"US-Ha1", "17895", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20061203", , , "0.07", "33", "0.08", , , , , , , 
"US-Ha1", "17899", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070411", , , "0.02", "33", "0.03", , , , , , , 
"US-Ha1", "17903", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070507", , , "0.06", "33", "0.05", , , , , , , 
"US-Ha1", "17907", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070517", , , "1.16", "33", "0.33", , , , , , , 
"US-Ha1", "17911", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070528", , , "3.08", "33", "0.81", , , , , , , 
"US-Ha1", "17915", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070618", , , "3.57", "33", "0.81", , , , , , , 
"US-Ha1", "17919", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070710", , , "3.61", "33", "0.77", , , , , , , 
"US-Ha1", "17923", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070806", , , "3.66", "33", "0.7", , , , , , , 
"US-Ha1", "17927", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20070906", , , "3.46", "33", "0.66", , , , , , , 
"US-Ha1", "17931", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20071001", , , "3.13", "33", "0.6", , , , , , , 
"US-Ha1", "17935", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20071016", , , "2.31", "33", "0.51", , , , , , , 
