"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "BIOMASS_N", "BIOMASS_N_SPATIAL_VARIABILITY", "BIOMASS_ORGAN", "BIOMASS_PHEN", "BIOMASS_SPP", "BIOMASS_COMMENT", "BIOMASS_C", "BIOMASS_DATE", "BIOMASS_CN_RATIO", 
"US-Shd", "26016", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.624", "20000817", , 
"US-Shd", "26017", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.553", "20001027", , 
"US-Shd", "26018", "GRP_BIOMASS_CHEM", "0.1005", , "Total", "Mixed/unknown", "(All)", , , "20000914", , 
"US-Shd", "26020", "GRP_BIOMASS_CHEM", "0.1434", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26021", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.652", "20000831", , 
"US-Shd", "26022", "GRP_BIOMASS_CHEM", "0.0722", , "Total", "Mixed/unknown", "(All)", , , "19981113", , 
"US-Shd", "26024", "GRP_BIOMASS_CHEM", "0.10725", , "Total", "Mixed/unknown", "(All)", , , "19980624", , 
"US-Shd", "26025", "GRP_BIOMASS_CHEM", "0.06039", , "Total", "Mixed/unknown", "(All)", , , "19990702", , 
"US-Shd", "26026", "GRP_BIOMASS_CHEM", "0.0412", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "26027", "GRP_BIOMASS_CHEM", "0.06758", , "Total", "Mixed/unknown", "(All)", , , "19990910", , 
"US-Shd", "26028", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.35", "19970926", , 
"US-Shd", "26030", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.976", "20001012", , 
"US-Shd", "26035", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.896", "19981030", , 
"US-Shd", "26036", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.6025", "19981113", , 
"US-Shd", "26039", "GRP_BIOMASS_CHEM", "0.212", , "Total", "Mixed/unknown", "(All)", , , "19970512", , 
"US-Shd", "26040", "GRP_BIOMASS_CHEM", "0.149", , "Total", "Mixed/unknown", "(All)", , , "19970527", , 
"US-Shd", "26041", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.266", "19960906", , 
"US-Shd", "26042", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.45", "19961007", , 
"US-Shd", "26170", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.2555", "19980904", , 
"US-Shd", "26275", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.562", "19980708", , 
"US-Shd", "26276", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.101", "19981016", , 
"US-Shd", "26277", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.384", "19971024", , 
"US-Shd", "26278", "GRP_BIOMASS_CHEM", "0.07303", , "Total", "Mixed/unknown", "(All)", , , "19990910", , 
"US-Shd", "26279", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.731", "19990923", , 
"US-Shd", "26280", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.537", "19991007", , 
"US-Shd", "26282", "GRP_BIOMASS_CHEM", "0.0846", , "Total", "Mixed/unknown", "(All)", , , "19980904", , 
"US-Shd", "26283", "GRP_BIOMASS_CHEM", "0.02888", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "26284", "GRP_BIOMASS_CHEM", "0.1582", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "26287", "GRP_BIOMASS_CHEM", "0.1411", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26288", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.568", "20000731", , 
"US-Shd", "26289", "GRP_BIOMASS_CHEM", "0.08965", , "Total", "Mixed/unknown", "(All)", , , "20001027", , 
"US-Shd", "26291", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.28", "19990702", , 
"US-Shd", "26292", "GRP_BIOMASS_CHEM", "0.0659", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "26293", "GRP_BIOMASS_CHEM", "0.0816", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "26294", "GRP_BIOMASS_CHEM", "0.09421", , "Total", "Mixed/unknown", "(All)", , , "19991007", , 
"US-Shd", "26400", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.219", "19980414", , 
"US-Shd", "26401", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.255", "19980429", , 
"US-Shd", "26402", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.302", "19980512", , 
"US-Shd", "26404", "GRP_BIOMASS_CHEM", "0.087", , "Total", "Mixed/unknown", "(All)", , , "19971024", , 
"US-Shd", "26406", "GRP_BIOMASS_CHEM", "0.0744", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "26407", "GRP_BIOMASS_CHEM", "0.0262", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "26408", "GRP_BIOMASS_CHEM", "0.1415", , "Total", "Mixed/unknown", "(All)", , , "19980624", , 
"US-Shd", "26409", "GRP_BIOMASS_CHEM", "0.03218", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "26410", "GRP_BIOMASS_CHEM", "0.03362", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "26413", "GRP_BIOMASS_CHEM", "0.07432", , "Total", "Mixed/unknown", "(All)", , , "20001027", , 
"US-Shd", "26414", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.924", "20000506", , 
"US-Shd", "26415", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.594", "20000914", , 
"US-Shd", "26416", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.002", "20001027", , 
"US-Shd", "26417", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.716", "20000608", , 
"US-Shd", "26418", "GRP_BIOMASS_CHEM", "0.06891", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26419", "GRP_BIOMASS_CHEM", "0.074", , "Total", "Mixed/unknown", "(All)", , , "19980821", , 
"US-Shd", "26532", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.216", "19980807", , 
"US-Shd", "26533", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.6875", "19980904", , 
"US-Shd", "26534", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.437", "19970913", , 
"US-Shd", "26535", "GRP_BIOMASS_CHEM", "0.3321", , "Total", "Mixed/unknown", "(All)", , , "19990311", , 
"US-Shd", "26536", "GRP_BIOMASS_CHEM", "0.09748", , "Total", "Mixed/unknown", "(All)", , , "19990616", , 
"US-Shd", "26537", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.757", "19990728", , 
"US-Shd", "26539", "GRP_BIOMASS_CHEM", "0.11775", , "Total", "Mixed/unknown", "(All)", , , "19981030", , 
"US-Shd", "26541", "GRP_BIOMASS_CHEM", "0.1206", , "Total", "Mixed/unknown", "(All)", , , "20000731", , 
"US-Shd", "26542", "GRP_BIOMASS_CHEM", "0.119", , "Total", "Mixed/unknown", "(All)", , , "20000817", , 
"US-Shd", "26543", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.254", "20000914", , 
"US-Shd", "26544", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.754", "20000928", , 
"US-Shd", "26545", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.677", "20001012", , 
"US-Shd", "26546", "GRP_BIOMASS_CHEM", "0.09736", , "Total", "Mixed/unknown", "(All)", , , "20001012", , 
"US-Shd", "26547", "GRP_BIOMASS_CHEM", "0.08363", , "Total", "Mixed/unknown", "(All)", , , "20000720", , 
"US-Shd", "26548", "GRP_BIOMASS_CHEM", "0.02858", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "26659", "GRP_BIOMASS_CHEM", "0.091", , "Total", "Mixed/unknown", "(All)", , "4.315", "19970126", , 
"US-Shd", "26660", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.456", "19970817", , 
"US-Shd", "26661", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.303", "19971107", , 
"US-Shd", "26662", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.476", "19971121", , 
"US-Shd", "26663", "GRP_BIOMASS_CHEM", "0.0469", , "Total", "Mixed/unknown", "(All)", , , "19990330", , 
"US-Shd", "26666", "GRP_BIOMASS_CHEM", "0.07989", , "Total", "Mixed/unknown", "(All)", , , "20000831", , 
"US-Shd", "26667", "GRP_BIOMASS_CHEM", "0.06684", , "Total", "Mixed/unknown", "(All)", , , "20001012", , 
"US-Shd", "26669", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.751", "20000720", , 
"US-Shd", "26670", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.594", "20000817", , 
"US-Shd", "26671", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.835", "20000525", , 
"US-Shd", "26672", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.69", "20000525", , 
"US-Shd", "26673", "GRP_BIOMASS_CHEM", "0.1048", , "Total", "Mixed/unknown", "(All)", , , "19980918", , 
"US-Shd", "26674", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.435", "19990311", , 
"US-Shd", "26675", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "2.9345", "19990406", , 
"US-Shd", "26676", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "2.0525", "19990406", , 
"US-Shd", "26689", "GRP_BIOMASS_CHEM", "0.08446", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26690", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.689", "20000327", , 
"US-Shd", "26807", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.324", "19970623", , 
"US-Shd", "26810", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.229", "19990311", , 
"US-Shd", "26811", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "8.008", "19990322", , 
"US-Shd", "26812", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "1.0455", "19990406", , 
"US-Shd", "26818", "GRP_BIOMASS_CHEM", "0.1", , "Total", "Mixed/unknown", "(All)", , , "19980219", , 
"US-Shd", "26819", "GRP_BIOMASS_CHEM", "0.086", , "Total", "Mixed/unknown", "(All)", , , "19980302", , 
"US-Shd", "26820", "GRP_BIOMASS_CHEM", "0.104", , "Total", "Mixed/unknown", "(All)", , , "19980302", , 
"US-Shd", "26822", "GRP_BIOMASS_CHEM", "0.03625", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "26823", "GRP_BIOMASS_CHEM", "0.07677", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26824", "GRP_BIOMASS_CHEM", "0.131", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26825", "GRP_BIOMASS_CHEM", "0.05439", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "26826", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.603", "20000327", , 
"US-Shd", "26827", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.649", "20000327", , 
"US-Shd", "26828", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.406", "20000327", , 
"US-Shd", "26937", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.283", "19980302", , 
"US-Shd", "26941", "GRP_BIOMASS_CHEM", "0.175", , "Total", "Mixed/unknown", "(All)", , , "19970305", , 
"US-Shd", "26942", "GRP_BIOMASS_CHEM", "0.294", , "Total", "Mixed/unknown", "(All)", , , "19970319", , 
"US-Shd", "26943", "GRP_BIOMASS_CHEM", "0.149", , "Total", "Mixed/unknown", "(All)", , , "19970527", , 
"US-Shd", "26944", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.258", "19970707", , 
"US-Shd", "26945", "GRP_BIOMASS_CHEM", "0.115", , "Total", "Mixed/unknown", "(All)", , , "19961007", , 
"US-Shd", "26951", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.771", "19990330", , 
"US-Shd", "26952", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "0.8823", "19990406", , 
"US-Shd", "26953", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.4665", "19990421", , 
"US-Shd", "26963", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.817", "20000121", , 
"US-Shd", "26964", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.018", "20000327", , 
"US-Shd", "27195", "GRP_BIOMASS_CHEM", "0.2394", , "Total", "Mixed/unknown", "(All)", , , "19990506", , 
"US-Shd", "27196", "GRP_BIOMASS_CHEM", "0.1225", , "Total", "Mixed/unknown", "(All)", , , "19990603", , 
"US-Shd", "27197", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.75", "19990827", , 
"US-Shd", "27201", "GRP_BIOMASS_CHEM", "0.1007", , "Total", "Mixed/unknown", "(All)", , , "19981002", , 
"US-Shd", "27202", "GRP_BIOMASS_CHEM", "0.09765", , "Total", "Mixed/unknown", "(All)", , , "19981002", , 
"US-Shd", "27204", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.043", "20000608", , 
"US-Shd", "27205", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.73", "20000706", , 
"US-Shd", "27207", "GRP_BIOMASS_CHEM", "0.1163", , "Total", "Mixed/unknown", "(All)", , , "20000928", , 
"US-Shd", "27210", "GRP_BIOMASS_CHEM", "0.1055", , "Total", "Mixed/unknown", "(All)", , , "19990603", , 
"US-Shd", "27211", "GRP_BIOMASS_CHEM", "0.09603", , "Total", "Mixed/unknown", "(All)", , , "19990702", , 
"US-Shd", "27213", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.352", "19970913", , 
"US-Shd", "27214", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.16", "19980429", , 
"US-Shd", "27215", "GRP_BIOMASS_CHEM", "0.091", , "Total", "Mixed/unknown", "(All)", , , "19970721", , 
"US-Shd", "27217", "GRP_BIOMASS_CHEM", "0.083", , "Total", "Mixed/unknown", "(All)", , , "19970831", , 
"US-Shd", "27224", "GRP_BIOMASS_CHEM", "0.341", , "Total", "Mixed/unknown", "(All)", , , "19970415", , 
"US-Shd", "27225", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.304", "19970429", , 
"US-Shd", "27226", "GRP_BIOMASS_CHEM", "0.132", , "Total", "Mixed/unknown", "(All)", , , "19960906", , 
"US-Shd", "27233", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.571", "19990603", , 
"US-Shd", "27234", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.29", "19990603", , 
"US-Shd", "27238", "GRP_BIOMASS_CHEM", "0.315", , "Total", "Mixed/unknown", "(All)", , , "19980414", , 
"US-Shd", "27246", "GRP_BIOMASS_CHEM", "0.367", , "Total", "Mixed/unknown", "(All)", , , "20000427", , 
"US-Shd", "27247", "GRP_BIOMASS_CHEM", "0.328", , "Total", "Mixed/unknown", "(All)", , , "20000506", , 
"US-Shd", "27248", "GRP_BIOMASS_CHEM", "0.316", , "Total", "Mixed/unknown", "(All)", , , "20000506", , 
"US-Shd", "27250", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.293", "20000216", , 
"US-Shd", "27251", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.695", "20000329", , 
"US-Shd", "27491", "GRP_BIOMASS_CHEM", "0.1274", , "Total", "Mixed/unknown", "(All)", , , "19980723", , 
"US-Shd", "27492", "GRP_BIOMASS_CHEM", "0.05829", , "Total", "Mixed/unknown", "(All)", , , "19991105", , 
"US-Shd", "27493", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.787", "19990702", , 
"US-Shd", "27494", "GRP_BIOMASS_CHEM", "0.0731", , "Total", "Mixed/unknown", "(All)", , , "19990728", , 
"US-Shd", "27495", "GRP_BIOMASS_CHEM", "0.0564", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "27496", "GRP_BIOMASS_CHEM", "0.06254", , "Total", "Mixed/unknown", "(All)", , , "19991007", , 
"US-Shd", "27497", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.353", "19971107", , 
"US-Shd", "27498", "GRP_BIOMASS_CHEM", "0.07195", , "Total", "Mixed/unknown", "(All)", , , "20000928", , 
"US-Shd", "27499", "GRP_BIOMASS_CHEM", "0.0373", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "27500", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.057", "19990406", , 
"US-Shd", "27504", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.004", "19981002", , 
"US-Shd", "27507", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.407", "19980108", , 
"US-Shd", "27513", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.24", "19970305", , 
"US-Shd", "27514", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.204", "19970319", , 
"US-Shd", "27515", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.237", "19970512", , 
"US-Shd", "27517", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.0195", "19990330", , 
"US-Shd", "27518", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "1.0395", "19990406", , 
"US-Shd", "27519", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.529", "19990506", , 
"US-Shd", "27524", "GRP_BIOMASS_CHEM", "0.092", , "Total", "Mixed/unknown", "(All)", , , "19980108", , 
"US-Shd", "27525", "GRP_BIOMASS_CHEM", "0.081", , "Total", "Mixed/unknown", "(All)", , , "19980202", , 
"US-Shd", "27527", "GRP_BIOMASS_CHEM", "0.03549", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "27528", "GRP_BIOMASS_CHEM", "0.0978", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "27529", "GRP_BIOMASS_CHEM", "0.226", , "Total", "Mixed/unknown", "(All)", , , "20000525", , 
"US-Shd", "27530", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.642", "20000327", , 
"US-Shd", "27531", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.629", "20000327", , 
"US-Shd", "27821", "GRP_BIOMASS_CHEM", "0.1", , "Total", "Mixed/unknown", "(All)", , , "19970707", , 
"US-Shd", "27824", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.859", "19990910", , 
"US-Shd", "27826", "GRP_BIOMASS_CHEM", "0.1088", , "Total", "Mixed/unknown", "(All)", , , "19981030", , 
"US-Shd", "27828", "GRP_BIOMASS_CHEM", "0.1161", , "Total", "Mixed/unknown", "(All)", , , "20000720", , 
"US-Shd", "27829", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.462", "20000608", , 
"US-Shd", "27831", "GRP_BIOMASS_CHEM", "0.04051", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "27833", "GRP_BIOMASS_CHEM", "0.1177", , "Total", "Mixed/unknown", "(All)", , , "19981016", , 
"US-Shd", "27834", "GRP_BIOMASS_CHEM", "0.1153", , "Total", "Mixed/unknown", "(All)", , , "20000817", , 
"US-Shd", "27836", "GRP_BIOMASS_CHEM", "0.1137", , "Total", "Mixed/unknown", "(All)", , , "20000831", , 
"US-Shd", "27841", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.642", "19990728", , 
"US-Shd", "27842", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.837", "19990910", , 
"US-Shd", "27843", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.476", "19970817", , 
"US-Shd", "27844", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.36", "19970831", , 
"US-Shd", "27845", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.373", "19980512", , 
"US-Shd", "27851", "GRP_BIOMASS_CHEM", "0.075", , "Total", "Mixed/unknown", "(All)", , , "19970831", , 
"US-Shd", "27852", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.8755", "19980918", , 
"US-Shd", "27860", "GRP_BIOMASS_CHEM", "0.282", , "Total", "Mixed/unknown", "(All)", , , "19970429", , 
"US-Shd", "27861", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.173", "19970415", , 
"US-Shd", "27862", "GRP_BIOMASS_CHEM", "0.12", , "Total", "Mixed/unknown", "(All)", , , "19960906", , 
"US-Shd", "27868", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.0455", "19990330", , 
"US-Shd", "27869", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.88", "19990330", , 
"US-Shd", "27870", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.3415", "19990330", , 
"US-Shd", "27871", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.637", "19990330", , 
"US-Shd", "27872", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.28", "19990519", , 
"US-Shd", "27880", "GRP_BIOMASS_CHEM", "0.291", , "Total", "Mixed/unknown", "(All)", , , "19980414", , 
"US-Shd", "27883", "GRP_BIOMASS_CHEM", "0.13", , "Total", "Mixed/unknown", "(All)", , , "20000121", , 
"US-Shd", "27884", "GRP_BIOMASS_CHEM", "0.4", , "Total", "Mixed/unknown", "(All)", , , "20000427", , 
"US-Shd", "27885", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.313", "20000329", , 
"US-Shd", "28098", "GRP_BIOMASS_CHEM", "0.11235", , "Total", "Mixed/unknown", "(All)", , , "19981016", , 
"US-Shd", "28101", "GRP_BIOMASS_CHEM", "0.18", , "Total", "Mixed/unknown", "(All)", , , "19990519", , 
"US-Shd", "28102", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.409", "19990714", , 
"US-Shd", "28103", "GRP_BIOMASS_CHEM", "0.1467", , "Total", "Mixed/unknown", "(All)", , , "19990616", , 
"US-Shd", "28104", "GRP_BIOMASS_CHEM", "0.0486", , "Total", "Mixed/unknown", "(All)", , , "19990406", , 
"US-Shd", "28105", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.519", "19990923", , 
"US-Shd", "28106", "GRP_BIOMASS_CHEM", "0.078", , "Total", "Mixed/unknown", "(All)", , , "19970707", , 
"US-Shd", "28111", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.4245", "19980918", , 
"US-Shd", "28112", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.8525", "19981113", , 
"US-Shd", "28118", "GRP_BIOMASS_CHEM", "0.296", , "Total", "Mixed/unknown", "(All)", , , "19970319", , 
"US-Shd", "28119", "GRP_BIOMASS_CHEM", "0.261", , "Total", "Mixed/unknown", "(All)", , , "19970415", , 
"US-Shd", "28120", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.095", "19970415", , 
"US-Shd", "28121", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.262", "19970429", , 
"US-Shd", "28122", "GRP_BIOMASS_CHEM", "0.115", , "Total", "Mixed/unknown", "(All)", , , "19961007", , 
"US-Shd", "28126", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.379", "19990519", , 
"US-Shd", "28130", "GRP_BIOMASS_CHEM", "0.1811", , "Total", "Mixed/unknown", "(All)", , , "20000121", , 
"US-Shd", "28131", "GRP_BIOMASS_CHEM", "0.1417", , "Total", "Mixed/unknown", "(All)", , , "20000216", , 
"US-Shd", "28133", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.148", "20000121", , 
"US-Shd", "28134", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.68", "20000216", , 
"US-Shd", "28135", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.374", "20000323", , 
"US-Shd", "28136", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.65", "20000329", , 
"US-Shd", "28137", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.2", "20000329", , 
"US-Shd", "28138", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.56", "20000329", , 
"US-Shd", "28218", "GRP_BIOMASS_CHEM", "0.115", , "Total", "Mixed/unknown", "(All)", , , "19970609", , 
"US-Shd", "28219", "GRP_BIOMASS_CHEM", "0.05426", , "Total", "Mixed/unknown", "(All)", , , "19991022", , 
"US-Shd", "28223", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.439", "19980821", , 
"US-Shd", "28224", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.7165", "19981002", , 
"US-Shd", "28232", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.208", "19970319", , 
"US-Shd", "28233", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.239", "19970527", , 
"US-Shd", "28234", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.303", "19970721", , 
"US-Shd", "28236", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.2365", "19990330", , 
"US-Shd", "28237", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.406", "19990506", , 
