"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "DBH", "DBH_HEIGHT", "DBH_DATE", "DBH_COMMENT", "DBH_SPATIAL_REP_NUMBER", "DBH_SPATIAL_VARIABILITY", "DBH_SPP", "DBH_APPROACH", "DBH_DATE_UNC", 
"US-Ha1", "17922", "GRP_DBH", "25.23", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "17", "11.33", "Prunus serotina", , , 
"US-Ha1", "17926", "GRP_DBH", "21.16", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "3.73", "Betula populifolia", , , 
"US-Ha1", "17930", "GRP_DBH", "24.06", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "85", "10.71", "Tsuga canadensis", , , 
"US-Ha1", "17934", "GRP_DBH", "18.37", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "315", "6.99", "Acer rubrum", , , 
"US-Ha1", "17938", "GRP_DBH", "33.56", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "130", "11.88", "Quercus rubra", , , 
"US-Ha1", "17942", "GRP_DBH", "31.08", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "8.19", "Pinus resinosa", , , 
"US-Ha1", "17946", "GRP_DBH", "11.85", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "6", "1.36", "Acer pennsylvanicum", , , 
"US-Ha1", "17950", "GRP_DBH", "21.28", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "7.36", "Betula papyrifera", , , 
"US-Ha1", "17954", "GRP_DBH", "26.64", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "38", "11.33", "Pinus strobus", , , 
"US-Ha1", "17957", "GRP_DBH", "18.01", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "27", "3.6", "Picea glauca", , , 
"US-Ha1", "17961", "GRP_DBH", "16.77", "1.3", "20001024", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "50", "6.84", "Betula alleghaniensis", , , 
"US-Ha1", "17965", "GRP_DBH", "27.61", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "9.84", "Fraxinus americana", , , 
"US-Ha1", "17969", "GRP_DBH", "21.75", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "9", "10.51", "Betula lenta", , , 
"US-Ha1", "17973", "GRP_DBH", "18.02", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "6.37", "Fagus grandifolia", , , 
"US-Ha1", "17977", "GRP_DBH", "30.39", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "9.11", "Quercus velutina", , , 
"US-Ha1", "17981", "GRP_DBH", "25.26", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "17", "10.98", "Prunus serotina", , , 
"US-Ha1", "17985", "GRP_DBH", "21.19", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "3.75", "Betula populifolia", , , 
"US-Ha1", "17989", "GRP_DBH", "24.45", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "84", "10.68", "Tsuga canadensis", , , 
"US-Ha1", "17993", "GRP_DBH", "18.48", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "277", "7.05", "Acer rubrum", , , 
"US-Ha1", "17997", "GRP_DBH", "33.84", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "130", "12.01", "Quercus rubra", , , 
"US-Ha1", "18001", "GRP_DBH", "31.29", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "8.3", "Pinus resinosa", , , 
"US-Ha1", "18005", "GRP_DBH", "12.1", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "6", "1.35", "Acer pennsylvanicum", , , 
"US-Ha1", "18009", "GRP_DBH", "21.38", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "7.36", "Betula papyrifera", , , 
"US-Ha1", "18013", "GRP_DBH", "28.04", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "12.04", "Pinus strobus", , , 
"US-Ha1", "18017", "GRP_DBH", "18.59", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "26", "3.46", "Picea glauca", , , 
"US-Ha1", "18021", "GRP_DBH", "18.06", "1.3", "20011026", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "39", "7.48", "Betula alleghaniensis", , , 
"US-Ha1", "18025", "GRP_DBH", "27.76", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "9.79", "Fraxinus americana", , , 
"US-Ha1", "18029", "GRP_DBH", "21.92", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "9", "10.46", "Betula lenta", , , 
"US-Ha1", "18033", "GRP_DBH", "18.37", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "6.37", "Fagus grandifolia", , , 
"US-Ha1", "18037", "GRP_DBH", "30.75", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "9.12", "Quercus velutina", , , 
"US-Ha1", "18041", "GRP_DBH", "26.13", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "16", "11.08", "Prunus serotina", , , 
"US-Ha1", "18045", "GRP_DBH", "21.45", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "3.65", "Betula populifolia", , , 
"US-Ha1", "18049", "GRP_DBH", "24.63", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "84", "10.76", "Tsuga canadensis", , , 
"US-Ha1", "18053", "GRP_DBH", "18.63", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "266", "7.01", "Acer rubrum", , , 
"US-Ha1", "18057", "GRP_DBH", "34.43", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "128", "11.81", "Quercus rubra", , , 
"US-Ha1", "18061", "GRP_DBH", "32.76", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "7.32", "Pinus resinosa", , , 
"US-Ha1", "18065", "GRP_DBH", "12.09", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "6", "1.33", "Acer pennsylvanicum", , , 
"US-Ha1", "18069", "GRP_DBH", "22.5", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "7", "7.37", "Betula papyrifera", , , 
"US-Ha1", "18073", "GRP_DBH", "28.06", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "11.97", "Pinus strobus", , , 
"US-Ha1", "18077", "GRP_DBH", "18.56", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "26", "3.41", "Picea glauca", , , 
"US-Ha1", "18081", "GRP_DBH", "18.3", "1.3", "20021114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.76", "Betula alleghaniensis", , , 
"US-Ha1", "18085", "GRP_DBH", "27.88", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "9.83", "Fraxinus americana", , , 
"US-Ha1", "18089", "GRP_DBH", "22.13", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "9", "10.55", "Betula lenta", , , 
"US-Ha1", "18093", "GRP_DBH", "18.5", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "6.4", "Fagus grandifolia", , , 
"US-Ha1", "18097", "GRP_DBH", "30.96", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "9.23", "Quercus velutina", , , 
"US-Ha1", "18101", "GRP_DBH", "26.12", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "16", "10.94", "Prunus serotina", , , 
"US-Ha1", "18105", "GRP_DBH", "21.46", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "8", "3.69", "Betula populifolia", , , 
"US-Ha1", "18109", "GRP_DBH", "25.2", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "82", "10.77", "Tsuga canadensis", , , 
"US-Ha1", "18113", "GRP_DBH", "18.79", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "260", "7.02", "Acer rubrum", , , 
"US-Ha1", "18117", "GRP_DBH", "34.78", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "127", "11.86", "Quercus rubra", , , 
"US-Ha1", "18121", "GRP_DBH", "32.8", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "7.32", "Pinus resinosa", , , 
"US-Ha1", "18125", "GRP_DBH", "12.31", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "6", "1.18", "Acer pennsylvanicum", , , 
"US-Ha1", "18129", "GRP_DBH", "24.11", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "6", "6.34", "Betula papyrifera", , , 
"US-Ha1", "18133", "GRP_DBH", "28.29", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "12.09", "Pinus strobus", , , 
"US-Ha1", "18137", "GRP_DBH", "18.91", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "25", "3.51", "Picea glauca", , , 
"US-Ha1", "18141", "GRP_DBH", "18.38", "1.3", "20031113", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "37", "7.6", "Betula alleghaniensis", , , 
"US-Ha1", "18145", "GRP_DBH", "27.98", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "14", "9.87", "Fraxinus americana", , , 
"US-Ha1", "18149", "GRP_DBH", "20.19", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.56", "Betula lenta", , , 
"US-Ha1", "18153", "GRP_DBH", "16.63", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "6.48", "Fagus grandifolia", , , 
"US-Ha1", "18157", "GRP_DBH", "31.25", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "9.33", "Quercus velutina", , , 
"US-Ha1", "18161", "GRP_DBH", "27.05", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "15", "10.82", "Prunus serotina", , , 
"US-Ha1", "18165", "GRP_DBH", "21.14", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "7", "3.81", "Betula populifolia", , , 
"US-Ha1", "18169", "GRP_DBH", "24.43", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "88", "11", "Tsuga canadensis", , , 
"US-Ha1", "18173", "GRP_DBH", "18.84", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "261", "7.07", "Acer rubrum", , , 
"US-Ha1", "18177", "GRP_DBH", "35.04", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "127", "11.94", "Quercus rubra", , , 
"US-Ha1", "18181", "GRP_DBH", "32.88", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "7.36", "Pinus resinosa", , , 
"US-Ha1", "18185", "GRP_DBH", "12.54", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "5", "1.12", "Acer pennsylvanicum", , , 
"US-Ha1", "18189", "GRP_DBH", "27.35", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "5.23", "Betula papyrifera", , , 
"US-Ha1", "18193", "GRP_DBH", "28.48", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "12.24", "Pinus strobus", , , 
"US-Ha1", "18197", "GRP_DBH", "18.93", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "25", "3.52", "Picea glauca", , , 
"US-Ha1", "18201", "GRP_DBH", "18.13", "1.3", "20041103", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "7.36", "Betula alleghaniensis", , , 
"US-Ha1", "18205", "GRP_DBH", "27.73", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.2", "Fraxinus americana", , , 
"US-Ha1", "18209", "GRP_DBH", "20.36", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.57", "Betula lenta", , , 
"US-Ha1", "18213", "GRP_DBH", "16.31", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "6.45", "Fagus grandifolia", , , 
"US-Ha1", "18217", "GRP_DBH", "31.87", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "9.78", "Quercus velutina", , , 
"US-Ha1", "18221", "GRP_DBH", "27.16", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "15", "10.89", "Prunus serotina", , , 
"US-Ha1", "18225", "GRP_DBH", "21.2", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "7", "3.82", "Betula populifolia", , , 
"US-Ha1", "18229", "GRP_DBH", "24.63", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "86", "11.21", "Tsuga canadensis", , , 
"US-Ha1", "18233", "GRP_DBH", "18.95", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "261", "7.24", "Acer rubrum", , , 
"US-Ha1", "18237", "GRP_DBH", "35.3", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "126", "12.16", "Quercus rubra", , , 
"US-Ha1", "18241", "GRP_DBH", "33.02", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "7.4", "Pinus resinosa", , , 
"US-Ha1", "18245", "GRP_DBH", "12.39", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "4", "1.02", "Acer pennsylvanicum", , , 
"US-Ha1", "18249", "GRP_DBH", "27.31", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "3", "6.41", "Betula papyrifera", , , 
"US-Ha1", "18253", "GRP_DBH", "28.19", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "33", "12.49", "Pinus strobus", , , 
"US-Ha1", "18256", "GRP_DBH", "18.96", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "25", "3.53", "Picea glauca", , , 
"US-Ha1", "18259", "GRP_DBH", "18.24", "1.3", "20051102", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "36", "7.37", "Betula alleghaniensis", , , 
"US-Ha1", "18262", "GRP_DBH", "28.02", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "13", "10.21", "Fraxinus americana", , , 
"US-Ha1", "18265", "GRP_DBH", "20.55", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "11", "10.4", "Betula lenta", , , 
"US-Ha1", "18268", "GRP_DBH", "16.53", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "6.49", "Fagus grandifolia", , , 
"US-Ha1", "18271", "GRP_DBH", "32.31", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "12", "9.96", "Quercus velutina", , , 
"US-Ha1", "18274", "GRP_DBH", "27.55", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "15", "11", "Prunus serotina", , , 
"US-Ha1", "18277", "GRP_DBH", "21.29", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "7", "3.8", "Betula populifolia", , , 
"US-Ha1", "18280", "GRP_DBH", "24.9", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "86", "11.2", "Tsuga canadensis", , , 
"US-Ha1", "18283", "GRP_DBH", "19.24", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "255", "7.24", "Acer rubrum", , , 
"US-Ha1", "18286", "GRP_DBH", "36.1", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "125", "11.84", "Quercus rubra", , , 
"US-Ha1", "18289", "GRP_DBH", "34.16", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "31", "6.77", "Pinus resinosa", , , 
"US-Ha1", "18292", "GRP_DBH", "11.9", "1.3", "20061114", "means and standard deviations are across all species in all plots. Spatial variability is # of stems", "2", "0.32", "Acer pennsylvanicum", , , 
"US-Me2", "19616", "GRP_DBH", "32.3", , "2011", , , "1.3", "(Unknown)", , , 
"US-Me2", "22116", "GRP_DBH", "35.75", , "20140429", , , "7.46", "Pinus ponderosa", , , 
"US-Me2", "22118", "GRP_DBH", "33.1", , "20140429", "includes PIPO, CADE, AGBR all >10 cm dbh", , "10.3", "(Unknown)", , , 
"US-Me6", "19682", "GRP_DBH", "16.1", , "20100609", , , "3.8", "(Unknown)", , , 
"US-Me6", "22127", "GRP_DBH", "18.7", , "20140327", , , "4.3", "(Unknown)", , , 
"US-UMB", "18858", "GRP_DBH", "14.45", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of A saccharum trees = 82", "12", "3.63", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18865", "GRP_DBH", "19.51", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of B. papyrifera trees = 441", "44", "5.19", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18872", "GRP_DBH", "12.84", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of F. grandifolia trees = 234", "25", "3.18", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18877", "GRP_DBH", "21.36", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of Q. rubra trees = 273", "41", "9.23", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18883", "GRP_DBH", "11.49", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of Other trees = 54.  Other trees represented by 6 species.", "18", "5.07", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18888", "GRP_DBH", "15.02", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of A rubrum trees = 1234", "59", "3.14", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18893", "GRP_DBH", "14.66", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of A saccharum trees = 88", "12", "3.79", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18900", "GRP_DBH", "20.28", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of Q. rubra trees = 305", "49", "10.1", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18905", "GRP_DBH", "11.36", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of Other trees = 64.  Other trees represented by 6 species.", "19", "5.2", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18909", "GRP_DBH", "14.99", "1.37", "20030714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 20 plots but not all species were represented in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of A. rubrum trees = 327", "20", "4.7", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18913", "GRP_DBH", "14.9", "1.37", "20030714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 20 plots but not all species were represented in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of A. saccharum trees = 114", "7", "2.13", "Acer saccarum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18917", "GRP_DBH", "16.67", "1.37", "20030714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 20 plots but not all species were represented in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of B. papyrifera trees = 68", "12", "4.52", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18922", "GRP_DBH", "15.59", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of A rubrum trees = 1588", "77", "3.94", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18926", "GRP_DBH", "15.78", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of A saccharum trees = 174", "18", "3.45", "Acer saccarum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18930", "GRP_DBH", "19.35", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of B papyrifera trees = 371", "53", "5.74", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18934", "GRP_DBH", "14.01", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of F grandifolia trees = 343", "40", "3.73", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18938", "GRP_DBH", "14.82", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of P. strobus trees = 810.", "37", "5.61", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "18942", "GRP_DBH", "28.22", "1.37", "20100714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 77 plots but not all species were represented in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of P. grandidentata trees = 1299", "69", "9.48", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19057", "GRP_DBH", "14.51", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of A rubrum trees = 1189", "59", "3.09", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19064", "GRP_DBH", "14.91", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of P strobus trees = 481", "21", "8.05", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19071", "GRP_DBH", "24.84", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of P grandidentata trees = 1187", "52", "7.84", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19078", "GRP_DBH", "20.78", "1.37", "19970714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of P. tremuloides trees = 458", "38", "7.06", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19083", "GRP_DBH", "19.91", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of B. papyrifera trees = 425", "45", "5.62", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19088", "GRP_DBH", "12.79", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of F. grandifolia trees = 255", "29", "3.52", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19093", "GRP_DBH", "14.5", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of P strobus trees = 572", "25", "8.22", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
"US-UMB", "19098", "GRP_DBH", "26.53", "1.37", "20010714", "Average and standard dev. based soley on plots for which the species existed.  Total N was 61 plots but not all species were represented in all plots. Number of P grandidentata trees = 1129", "52", "8.01", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", 
