"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "BASAL_AREA", "BASAL_AREA_DATE", "BASAL_AREA_SPATIAL_REP_NUMBER", "BASAL_AREA_SPATIAL_VARIABILITY", "BASAL_AREA_SPP", "BASAL_AREA_APPROACH", "BASAL_AREA_DATE_UNC", "BASAL_AREA_COMMENT", 
"US-Ha1", "18216", "GRP_BASAL_AREA", "0.97", "20051102", "34", "2.29", "Quercus velutina", , , , 
"US-Ha1", "18220", "GRP_BASAL_AREA", "0.94", "20051102", "34", "2.46", "Prunus serotina", , , , 
"US-Ha1", "18224", "GRP_BASAL_AREA", "0.24", "20051102", "34", "1.26", "Betula populifolia", , , , 
"US-Ha1", "18228", "GRP_BASAL_AREA", "4.62", "20051102", "34", "9.56", "Tsuga canadensis", , , , 
"US-Ha1", "18232", "GRP_BASAL_AREA", "7.89", "20051102", "34", "4.6", "Acer rubrum", , , , 
"US-Ha1", "18236", "GRP_BASAL_AREA", "12.9", "20051102", "34", "10.27", "Quercus rubra", , , , 
"US-Ha1", "18240", "GRP_BASAL_AREA", "2.77", "20051102", "34", "9.24", "Pinus resinosa", , , , 
"US-Ha1", "18244", "GRP_BASAL_AREA", "0.05", "20051102", "34", "0.26", "Acer pennsylvanicum", , , , 
"US-Ha1", "18248", "GRP_BASAL_AREA", "0.17", "20051102", "34", "0.69", "Betula papyrifera", , , , 
"US-Ha1", "18252", "GRP_BASAL_AREA", "2.3", "20051102", "34", "4.7", "Pinus strobus", , , , 
"US-Ha1", "18255", "GRP_BASAL_AREA", "0.68", "20051102", "34", "2.25", "Picea glauca", , , , 
"US-Ha1", "18258", "GRP_BASAL_AREA", "1.02", "20051102", "34", "1.54", "Betula alleghaniensis", , , , 
"US-Ha1", "18261", "GRP_BASAL_AREA", "0.84", "20061114", "34", "3.14", "Fraxinus americana", , , , 
"US-Ha1", "18264", "GRP_BASAL_AREA", "0.42", "20061114", "34", "1.16", "Betula lenta", , , , 
"US-Ha1", "18267", "GRP_BASAL_AREA", "0.28", "20061114", "34", "0.62", "Fagus grandifolia", , , , 
"US-Ha1", "18270", "GRP_BASAL_AREA", "1", "20061114", "34", "2.34", "Quercus velutina", , , , 
"US-Ha1", "18273", "GRP_BASAL_AREA", "0.96", "20061114", "34", "2.53", "Prunus serotina", , , , 
"US-Ha1", "18276", "GRP_BASAL_AREA", "0.24", "20061114", "34", "1.27", "Betula populifolia", , , , 
"US-Ha1", "18279", "GRP_BASAL_AREA", "4.7", "20061114", "34", "9.69", "Tsuga canadensis", , , , 
"US-Ha1", "18282", "GRP_BASAL_AREA", "7.92", "20061114", "34", "4.61", "Acer rubrum", , , , 
"US-Ha1", "18285", "GRP_BASAL_AREA", "13.26", "20061114", "34", "10.5", "Quercus rubra", , , , 
"US-Ha1", "18288", "GRP_BASAL_AREA", "2.76", "20061114", "34", "9.27", "Pinus resinosa", , , , 
"US-Ha1", "18291", "GRP_BASAL_AREA", "0.02", "20061114", "34", "0.12", "Acer pennsylvanicum", , , , 
"US-Me2", "19615", "GRP_BASAL_AREA", "29.1", "2011", , , "(Unknown)", , , , 
"US-Me2", "22115", "GRP_BASAL_AREA", "31.5", "20140429", , "4.46", "(Unknown)", "PIPO, AGBR, CADE all > 10 cm dbh", , , 
"US-Me6", "19681", "GRP_BASAL_AREA", "3.48", "20100609", , "0.03", "(Unknown)", , , , 
"US-Me6", "22126", "GRP_BASAL_AREA", "4.86", "20140327", , "1.06", "Pinus ponderosa", , , , 
"US-UMB", "18857", "GRP_BASAL_AREA", "0.28", "19970714", "61", "1.06", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of A saccharum trees = 82", 
"US-UMB", "18864", "GRP_BASAL_AREA", "2.35", "19970714", "61", "2.85", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of B. papyrifera trees = 441", 
"US-UMB", "18871", "GRP_BASAL_AREA", "0.8", "19970714", "61", "2.23", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of F. grandifolia trees = 234", 
"US-UMB", "18876", "GRP_BASAL_AREA", "2.06", "19970714", "61", "3.33", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of Q. rubra trees = 273", 
"US-UMB", "18882", "GRP_BASAL_AREA", "0.1", "19970714", "61", "0.22", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of Other trees = 54.  Other trees represented by 6 species.", 
"US-UMB", "18887", "GRP_BASAL_AREA", "4.47", "20010714", "61", "3.86", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of A rubrum trees = 1234", 
"US-UMB", "18892", "GRP_BASAL_AREA", "0.33", "20010714", "61", "1.23", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of A saccharum trees = 88", 
"US-UMB", "18899", "GRP_BASAL_AREA", "2.32", "20010714", "61", "3.58", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of Q. rubra trees = 305", 
"US-UMB", "18904", "GRP_BASAL_AREA", "0.11", "20010714", "61", "0.25", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of Other trees = 64.  Other trees represented by 6 species.", 
"US-UMB", "18908", "GRP_BASAL_AREA", "3.98", "20030714", "20", "4.07", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of A. rubrum trees = 327", 
"US-UMB", "18912", "GRP_BASAL_AREA", "1.56", "20030714", "20", "3.89", "Acer saccarum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of A. saccharum trees = 114", 
"US-UMB", "18916", "GRP_BASAL_AREA", "1.31", "20030714", "20", "2.46", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of B. papyrifera trees = 68", 
"US-UMB", "18921", "GRP_BASAL_AREA", "5.11", "20100714", "77", "4.07", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of A rubrum trees = 1588", 
"US-UMB", "18925", "GRP_BASAL_AREA", "0.72", "20100714", "77", "2.66", "Acer saccarum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of A saccharum trees = 174", 
"US-UMB", "18929", "GRP_BASAL_AREA", "1.76", "20100714", "77", "2.35", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of B papyrifera trees = 371", 
"US-UMB", "18933", "GRP_BASAL_AREA", "1.18", "20100714", "77", "2.9", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of F grandifolia trees = 343", 
"US-UMB", "18937", "GRP_BASAL_AREA", "1.14", "20100714", "77", "2.65", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of P. strobus trees = 810.", 
"US-UMB", "18941", "GRP_BASAL_AREA", "10.45", "20100714", "77", "9.86", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of P. grandidentata trees = 1299", 
"US-UMB", "19056", "GRP_BASAL_AREA", "4.13", "19970714", "61", "3.79", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of A rubrum trees = 1189", 
"US-UMB", "19063", "GRP_BASAL_AREA", "0.67", "19970714", "61", "1.82", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P strobus trees = 481", 
"US-UMB", "19070", "GRP_BASAL_AREA", "8.72", "19970714", "61", "8.44", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P grandidentata trees = 1187", 
"US-UMB", "19077", "GRP_BASAL_AREA", "3.99", "19970714", "61", "6.8", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P. tremuloides trees = 458", 
"US-UMB", "19082", "GRP_BASAL_AREA", "2.39", "20010714", "61", "2.86", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of B. papyrifera trees = 425", 
"US-UMB", "19087", "GRP_BASAL_AREA", "0.92", "20010714", "61", "2.47", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of F. grandifolia trees = 255", 
"US-UMB", "19092", "GRP_BASAL_AREA", "0.8", "20010714", "61", "2.09", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P strobus trees = 572", 
"US-UMB", "19097", "GRP_BASAL_AREA", "9.23", "20010714", "61", "8.98", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P grandidentata trees = 1129", 
"US-UMB", "19102", "GRP_BASAL_AREA", "4.15", "20010714", "61", "7.03", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 60 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 61 plots regardless of whether species existed in all plots. Number of P. tremuloides trees = 425", 
"US-UMB", "19105", "GRP_BASAL_AREA", "0.98", "20030714", "20", "2.46", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of F. grandifolia trees = 57", 
"US-UMB", "19109", "GRP_BASAL_AREA", "0.57", "20030714", "20", "0.85", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of P. strobus trees = 51", 
"US-UMB", "19113", "GRP_BASAL_AREA", "12.05", "20030714", "20", "10.59", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of P. grandidentata trees = 394", 
"US-UMB", "19117", "GRP_BASAL_AREA", "0.15", "20030714", "20", "0.57", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of P. tremuloides trees = 29.  2 of the 3 plots only had a single P. tremuloides tree.", 
"US-UMB", "19121", "GRP_BASAL_AREA", "4.27", "20030714", "20", "5.44", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of Q. rubra trees = 130", 
"US-UMB", "19125", "GRP_BASAL_AREA", "0.28", "20030714", "20", "0.52", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 20 - 0.08 ha plots for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 20 plots regardless of whether species existed in all plots.  The plots represented here are different from those from 1997 and 2001.  Number of Other trees = 22. Other trees represented by 8 species.", 
"US-UMB", "19130", "GRP_BASAL_AREA", "2.98", "20100714", "77", "5.99", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of P. tremuloides trees = 336", 
"US-UMB", "19134", "GRP_BASAL_AREA", "3.25", "20100714", "77", "4.49", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of Q. rubra trees = 484", 
"US-UMB", "19138", "GRP_BASAL_AREA", "0.16", "20100714", "77", "0.36", "Other", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 76 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 77 plots regardless of whether species existed in all plots.  The plots represented here are a combination of plots measured in 2001 and 2003.  Number of Other trees = 79.  Other trees are represented by 11 species.", 
"US-UMd", "19201", "GRP_BASAL_AREA", "0.58", "20060714", "23", "1.74", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19208", "GRP_BASAL_AREA", "1.17", "20060714", "23", "2.31", "Pinus resinosa", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19215", "GRP_BASAL_AREA", "3.45", "20060714", "23", "4.18", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19227", "GRP_BASAL_AREA", "3.56", "20100714", "23", "1.98", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19233", "GRP_BASAL_AREA", "1.37", "20100714", "23", "2.97", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19239", "GRP_BASAL_AREA", "0.24", "20100714", "23", "0.74", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19249", "GRP_BASAL_AREA", "0.44", "20100714", "23", "2.12", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19255", "GRP_BASAL_AREA", "7.06", "20100714", "23", "5.66", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19260", "GRP_BASAL_AREA", "0.26", "20100714", "23", "0.82", "other (6 species)", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19268", "GRP_BASAL_AREA", "8.2", "20060714", "23", "7.06", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19275", "GRP_BASAL_AREA", "1.28", "20060714", "23", "6.02", "Populus tremuloides", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19282", "GRP_BASAL_AREA", "6.67", "20060714", "23", "5.45", "Quercus rubra", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19289", "GRP_BASAL_AREA", "0.26", "20060714", "23", "0.81", "other (5 species)", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19291", "GRP_BASAL_AREA", "0.62", "20100714", "23", "1.82", "Fagus grandifolia", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19298", "GRP_BASAL_AREA", "1.26", "20100714", "23", "2.57", "Pinus resinosa", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19305", "GRP_BASAL_AREA", "3.81", "20100714", "23", "4.54", "Pinus strobus", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19312", "GRP_BASAL_AREA", "6.94", "20100714", "23", "7.33", "Populus grandidentata", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19321", "GRP_BASAL_AREA", "3.4", "20060714", "23", "1.95", "Acer rubrum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19330", "GRP_BASAL_AREA", "1.28", "20060714", "23", "2.8", "Acer saccharum", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
"US-UMd", "19337", "GRP_BASAL_AREA", "1.93", "20060714", "23", "2.71", "Betula papyrifera", "Manual measurement of Diameter at breast height (DBH, 1.37m) of trees in 22 - 0.08 ha plots and a single 1.13 ha plot for trees with DBH >= 8 cm.", "28", "Average and standard dev. based on 22 plots regardless of whether species existed in all plots. See DBH replicas for number of plots a tree species occurred.", 
