"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "STEM_INCR", "STEM_INCR_SPATIAL_VARIABILITY", "STEM_INCR_SPATIAL_REP_NUMBER", "STEM_INCR_DIAM", "STEM_INCR_NUM", "STEM_INCR_APPROACH", "STEM_INCR_DATE_START", "STEM_INCR_DATE_END", "STEM_INCR_DATE_UNC", "STEM_INCR_COMMENT", 
"US-UMB", "18599", "GRP_STEM_INCR", "1.041", "0.2973", "48", "19.95", "3487", "manual measurement - census", "19970715", "20010715", "28", "Four year increment  of trees with DBH >= 8 cm and only included trees that were live and had DBH >= 8 cm both census years, i.e., trees measured in 1997, but were dead in 2001 were not included and trees <8 cm in 1997 but >=8 cm in 2001 were not included. Measurements made during June -August. Stem diameter represents diameter in 2001.  Plot size = 0.08 ha for 47 plots and 1.13 ha for one plot.", 
"US-UMd", "18608", "GRP_STEM_INCR", "0.202", "0.089", "18", "19.46", "434", "Band Dendrometers", "20081106", "20091106", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18617", "GRP_STEM_INCR", "0.205", "0.123", "18", "19.59", "433", "Band Dendrometers", "20091106", "20101116", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18628", "GRP_STEM_INCR", "0.231", "0.109", "18", "20.09", "544", "Band Dendrometers", "20131001", "20141103", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18632", "GRP_STEM_INCR", "0.073", "0.068", "131", "20.24", "131", "Band Dendrometers", "20071017", "20080625", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18636", "GRP_STEM_INCR", "0.05", "0.035", "131", "20.29", "131", "Band Dendrometers", "20080625", "20080718", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18640", "GRP_STEM_INCR", "0.023", "0.028", "131", "20.31", "131", "Band Dendrometers", "20080718", "20080811", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18652", "GRP_STEM_INCR", "0.152", "0.05", "16", "19.13", "392", "Band Dendrometers", "20070430", "20071022", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18662", "GRP_STEM_INCR", "0.182", "0.071", "16", "19.31", "397", "Band Dendrometers", "20071022", "20081106", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18667", "GRP_STEM_INCR", "0.226", "0.088", "18", "19.64", "426", "Band Dendrometers", "20101116", "20111103", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18675", "GRP_STEM_INCR", "0.228", "0.072", "18", "19.81", "402", "Band Dendrometers", "20111103", "20121108", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18683", "GRP_STEM_INCR", "0.209", "0.105", "18", "20.02", "532", "Band Dendrometers", "20121108", "20131001", "4", "Annual increment determined from a subset (~25%) of trees with DBH >=10 cm within .08 ha plots and one 1.13 ha plot. Variability determined across plots.  Band dendrometers were read during or after autumnal leaf-off. Year-to-year variability in number of trees due to trees out growing bands, damaged bands, or additional trees outfitted with bands.  No Populus or Betula included due to stem girdling of those species in spring 2008.", 
"US-UMd", "18685", "GRP_STEM_INCR", "0.016", "0.015", "131", "20.33", "131", "Band Dendrometers", "20080811", "20081104", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18688", "GRP_STEM_INCR", "0.006", "0.017", "131", "20.33", "131", "Band Dendrometers", "20081104", "20090511", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18691", "GRP_STEM_INCR", "0.04", "0.041", "131", "20.37", "131", "Band Dendrometers", "20090511", "20090529", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18694", "GRP_STEM_INCR", "0.021", "0.018", "131", "20.4", "131", "Band Dendrometers", "20090529", "20090617", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18696", "GRP_STEM_INCR", "0.056", "0.038", "131", "20.45", "131", "Band Dendrometers", "20090617", "20090714", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18698", "GRP_STEM_INCR", "0.026", "0.022", "131", "20.48", "131", "Band Dendrometers", "20090714", "20090803", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
"US-UMd", "18700", "GRP_STEM_INCR", "0.042", "0.037", "131", "20.52", "131", "Band Dendrometers", "20090803", "20091106", "0", "Within year data from a single, circular 1.13 ha plot with flux tower at the center of the plot.  Standard deviation and means determined from number of stems measured in the plot.  The same trees are measured repeatedly for within year data.   No Populus or Betula outfitted with bands due to stem girdling of those species spring of 2008.", 
