"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SWC", "SWC_UNIT", "SWC_PROFILE_ZERO_REF", "SWC_PROFILE_MIN", "SWC_PROFILE_MAX", "SWC_DATE", "SWC_SPATIAL_VARIABILITY", "SWC_SPATIAL_REP_NUMBER", "SWC_APPROACH", 
"US-Ton", "20948", "GRP_SWC", "13.175", "Volumetric", , "45", "60", "20140709", "5.2484011171", "8", , 
"US-Ton", "20949", "GRP_SWC", "4.8818181818", "Volumetric", , "0", "15", "20140805", "4.3257526933", "11", , 
"US-Ton", "20950", "GRP_SWC", "9.9916666667", "Volumetric", , "15", "30", "20140805", "3.1611155492", "12", , 
"US-Ton", "20951", "GRP_SWC", "13.881818182", "Volumetric", , "30", "45", "20140805", "4.7223020195", "11", , 
"US-Ton", "20952", "GRP_SWC", "13.175", "Volumetric", , "45", "60", "20140805", "5.472215172", "10", , 
"US-Ton", "20953", "GRP_SWC", "4.5636363636", "Volumetric", , "0", "15", "20140821", "3.3565675108", "11", , 
"US-Ton", "20954", "GRP_SWC", "8.65", "Volumetric", , "15", "30", "20140821", "3.9564102186", "12", , 
"US-Ton", "20955", "GRP_SWC", "14.140909091", "Volumetric", , "30", "45", "20140821", "3.0009013797", "11", , 
"US-Ton", "20956", "GRP_SWC", "13.91", "Volumetric", , "45", "60", "20140821", "4.5398115477", "10", , 
"US-Ton", "20957", "GRP_SWC", "4.0272727273", "Volumetric", , "0", "15", "20140911", "3.381816349", "11", , 
"US-Ton", "20958", "GRP_SWC", "7.7833333333", "Volumetric", , "15", "30", "20140911", "3.6943650785", "12", , 
"US-Ton", "20959", "GRP_SWC", "13.104166667", "Volumetric", , "30", "45", "20140911", "4.37173038", "12", , 
"US-Ton", "20960", "GRP_SWC", "12.675", "Volumetric", , "45", "60", "20140911", "4.1562035294", "10", , 
"US-Ton", "20961", "GRP_SWC", "9.0458333333", "Volumetric", , "0", "15", "20140930", "2.2105591984", "12", , 
"US-Ton", "20962", "GRP_SWC", "9.9", "Volumetric", , "15", "30", "20140930", "5.1502427127", "12", , 
"US-Ton", "20963", "GRP_SWC", "12.5625", "Volumetric", , "30", "45", "20140930", "5.1723532977", "12", , 
"US-Ton", "20964", "GRP_SWC", "12.418181818", "Volumetric", , "45", "60", "20140930", "3.6559726973", "11", , 
"US-Ton", "20965", "GRP_SWC", "7.8590909091", "Volumetric", , "0", "15", "20141024", "7.4864149692", "11", , 
"US-Ton", "20966", "GRP_SWC", "7.5416666667", "Volumetric", , "15", "30", "20141024", "4.2890364108", "12", , 
"US-Ton", "20967", "GRP_SWC", "12.075", "Volumetric", , "30", "45", "20141024", "3.1925694981", "12", , 
"US-Ton", "20968", "GRP_SWC", "11.55", "Volumetric", , "45", "60", "20141024", "4.5788159556", "10", , 
"US-Ton", "20969", "GRP_SWC", "11.304166667", "Volumetric", , "0", "15", "20141113", "3.5327338328", "12", , 
"US-Ton", "20970", "GRP_SWC", "11.770833333", "Volumetric", , "15", "30", "20141113", "5.305162937", "12", , 
"US-Ton", "20971", "GRP_SWC", "12.8", "Volumetric", , "30", "45", "20141113", "4.4717293787", "12", , 
"US-Ton", "20972", "GRP_SWC", "12", "Volumetric", , "45", "60", "20141113", "3.2954514107", "9", , 
"US-Ton", "20973", "GRP_SWC", "14.031818182", "Volumetric", , "0", "15", "20141126", "6.2080299906", "11", , 
"US-Ton", "20974", "GRP_SWC", "12.790909091", "Volumetric", , "15", "30", "20141126", "7.0478655699", "11", , 
"US-Ton", "20975", "GRP_SWC", "13.2", "Volumetric", , "30", "45", "20141126", "4.7556664766", "12", , 
"US-Ton", "20976", "GRP_SWC", "12.570833333", "Volumetric", , "45", "60", "20141126", "3.1484814762", "12", , 
"US-Ton", "20977", "GRP_SWC", "22.3625", "Volumetric", , "0", "15", "20141209", "8.3520853411", "12", , 
"US-Ton", "20978", "GRP_SWC", "26", "Volumetric", , "15", "30", "20141209", "8.4217791254", "12", , 
"US-Ton", "20979", "GRP_SWC", "22.7375", "Volumetric", , "30", "45", "20141209", "9.5515616286", "12", , 
"US-Ton", "20980", "GRP_SWC", "15.918181818", "Volumetric", , "45", "60", "20141209", "7.1292451468", "11", , 
"US-Ton", "20981", "GRP_SWC", "31.129166667", "Volumetric", , "0", "15", "20141223", "8.0136377602", "12", , 
"US-Ton", "20982", "GRP_SWC", "36.05", "Volumetric", , "15", "30", "20141223", "7.1194356263", "12", , 
"US-Ton", "20983", "GRP_SWC", "40.595833333", "Volumetric", , "30", "45", "20141223", "5.9079475875", "12", , 
"US-Ton", "20984", "GRP_SWC", "46.216666667", "Volumetric", , "45", "60", "20141223", "8.1614207022", "12", , 
"US-Var", "20985", "GRP_SWC", "2.6", "Volumetric", "Top of mineral soil", "0", "15", "20011110", "0.70710678119", "2", "TDR probes from Environmental Sensors Inc. (ESI), Canada, Moisture Points, 1-800-799-6324", 
"US-Var", "20986", "GRP_SWC", "2.95", "Volumetric", , "15", "30", "20011110", "2.0506096654", "2", , 
"US-Var", "20987", "GRP_SWC", "8.8", "Volumetric", , "30", "45", "20011110", "1.1313708499", "2", , 
"US-Var", "20988", "GRP_SWC", "11.25", "Volumetric", , "45", "60", "20011110", "0.35355339059", "2", , 
"US-Var", "20989", "GRP_SWC", "15.283333333", "Volumetric", , "0", "15", "20011113", "1.9563287613", "2", , 
"US-Var", "20990", "GRP_SWC", "15.783333333", "Volumetric", , "15", "30", "20011113", "5.1618795027", "2", , 
"US-Var", "20991", "GRP_SWC", "8.6", "Volumetric", , "30", "45", "20011113", "1.0370899457", "2", , 
"US-Var", "20992", "GRP_SWC", "11.883333333", "Volumetric", , "45", "60", "20011113", "0.82495791138", "2", , 
"US-Var", "20993", "GRP_SWC", "15.7", "Volumetric", , "0", "15", "20011125", "1.1313708499", "2", , 
"US-Var", "20994", "GRP_SWC", "22.35", "Volumetric", , "15", "30", "20011125", "2.8991378029", "2", , 
"US-Var", "20995", "GRP_SWC", "12.15", "Volumetric", , "30", "45", "20011125", "3.9833682007", "2", , 
"US-Var", "20996", "GRP_SWC", "12.583333333", "Volumetric", , "45", "60", "20011125", "0.25927248644", "2", , 
"US-Var", "20997", "GRP_SWC", "23.366666667", "Volumetric", , "0", "15", "20011205", "5.8925565099", "2", , 
"US-Var", "20998", "GRP_SWC", "32.05", "Volumetric", , "15", "30", "20011205", "0.77781745931", "2", , 
"US-Var", "20999", "GRP_SWC", "30.166666667", "Volumetric", , "30", "45", "20011205", "0.51854497287", "2", , 
"US-Var", "21000", "GRP_SWC", "34.783333333", "Volumetric", , "45", "60", "20011205", "0.35355339059", "2", , 
"US-Var", "21001", "GRP_SWC", "24.7", "Volumetric", , "0", "15", "20011219", "6.6468037432", "2", , 
"US-Var", "21002", "GRP_SWC", "32.85", "Volumetric", , "15", "30", "20011219", "2.0506096654", "2", , 
"US-Var", "21003", "GRP_SWC", "30.45", "Volumetric", , "30", "45", "20011219", "0.35355339059", "2", , 
"US-Var", "21004", "GRP_SWC", "35.233333333", "Volumetric", , "45", "60", "20011219", "0.32998316455", "2", , 
"US-Var", "21005", "GRP_SWC", "25.6", "Volumetric", , "0", "15", "20020115", "6.7882250994", "2", , 
"US-Var", "21006", "GRP_SWC", "31.883333333", "Volumetric", , "15", "30", "20020115", "1.8620478571", "2", , 
"US-Var", "21007", "GRP_SWC", "30.616666667", "Volumetric", , "30", "45", "20020115", "0.77781745931", "2", , 
"US-Var", "21008", "GRP_SWC", "35.416666667", "Volumetric", , "45", "60", "20020115", "0.58925565099", "2", , 
"US-Var", "21009", "GRP_SWC", "28.625", "Volumetric", , "0", "15", "20020208", "7.8135299321", "2", , 
"US-Var", "21010", "GRP_SWC", "32.125", "Volumetric", , "15", "30", "20020208", "2.0152543264", "2", , 
"US-Var", "21011", "GRP_SWC", "30.275", "Volumetric", , "30", "45", "20020208", "0.9545941546", "2", , 
"US-Var", "21012", "GRP_SWC", "35.45", "Volumetric", , "45", "60", "20020208", "0.28284271247", "2", , 
"US-Var", "21013", "GRP_SWC", "22.316666667", "Volumetric", , "0", "15", "20020228", "5.2090199547", "2", , 
"US-Var", "21014", "GRP_SWC", "29.55", "Volumetric", , "15", "30", "20020228", "2.7577164466", "2", , 
"US-Var", "21015", "GRP_SWC", "28.6", "Volumetric", , "30", "45", "20020228", "1.6027753707", "2", , 
"US-Var", "21016", "GRP_SWC", "35.3", "Volumetric", , "45", "60", "20020228", , "2", , 
"US-Var", "21017", "GRP_SWC", "24.1", "Volumetric", , "0", "15", "20020320", "3.5355339059", "2", , 
"US-Var", "21018", "GRP_SWC", "29.166666667", "Volumetric", , "15", "30", "20020320", "2.6398653164", "2", , 
"US-Var", "21019", "GRP_SWC", "27.616666667", "Volumetric", , "30", "45", "20020320", "1.5320646926", "2", , 
"US-Var", "21020", "GRP_SWC", "34.533333333", "Volumetric", , "45", "60", "20020320", , "2", , 
"US-Var", "21021", "GRP_SWC", "15.975", "Volumetric", , "0", "15", "20020404", "0.31819805153", "2", , 
"US-Var", "21022", "GRP_SWC", "24.575", "Volumetric", , "15", "30", "20020404", "2.7930717857", "2", , 
"US-Var", "21023", "GRP_SWC", "23.525", "Volumetric", , "30", "45", "20020404", "2.4395183951", "2", , 
"US-Var", "21024", "GRP_SWC", "32.1", "Volumetric", , "45", "60", "20020404", "1.4849242405", "2", , 
"US-Var", "21025", "GRP_SWC", "11.1", "Volumetric", , "0", "15", "20020411", "0.80138768534", "2", , 
"US-Var", "21026", "GRP_SWC", "19.35", "Volumetric", , "15", "30", "20020411", "2.4748737342", "2", , 
"US-Var", "21027", "GRP_SWC", "20.933333333", "Volumetric", , "30", "45", "20020411", "3.0641293851", "2", , 
"US-Var", "21028", "GRP_SWC", "29", "Volumetric", , "45", "60", "20020411", "2.1213203436", "2", , 
"US-Var", "21029", "GRP_SWC", "8.8833333333", "Volumetric", , "0", "15", "20020418", "0.16499158228", "2", , 
"US-Var", "21030", "GRP_SWC", "14.716666667", "Volumetric", , "15", "30", "20020418", "3.0876996112", "2", , 
"US-Var", "21031", "GRP_SWC", "17.966666667", "Volumetric", , "30", "45", "20020418", "2.2156012477", "2", , 
"US-Var", "21032", "GRP_SWC", "25.966666667", "Volumetric", , "45", "60", "20020418", "1.178511302", "2", , 
"US-Var", "21033", "GRP_SWC", "4.75", "Volumetric", , "0", "15", "20020426", "0.11313708499", "2", , 
"US-Var", "21034", "GRP_SWC", "9.55", "Volumetric", , "15", "30", "20020426", "3.7476659403", "2", , 
"US-Var", "21035", "GRP_SWC", "15.75", "Volumetric", , "30", "45", "20020426", "2.7577164466", "2", , 
"US-Var", "21036", "GRP_SWC", "21.085", "Volumetric", , "45", "60", "20020426", "2.3829498526", "2", , 
"US-Var", "21037", "GRP_SWC", "5.985", "Volumetric", , "0", "15", "20020502", "1.7182694783", "2", , 
"US-Var", "21038", "GRP_SWC", "8.9", "Volumetric", , "15", "30", "20020502", "4.5679098065", "2", , 
"US-Var", "21039", "GRP_SWC", "14.265", "Volumetric", , "30", "45", "20020502", "2.1708178182", "2", , 
"US-Var", "21040", "GRP_SWC", "19.6", "Volumetric", , "45", "60", "20020502", "2.3617366492", "2", , 
"US-Var", "21041", "GRP_SWC", "3.0333333333", "Volumetric", , "0", "15", "20020509", "0.094280904158", "2", , 
"US-Var", "21042", "GRP_SWC", "7.35", "Volumetric", , "15", "30", "20020509", "3.7476659403", "2", , 
"US-Var", "21043", "GRP_SWC", "13.183333333", "Volumetric", , "30", "45", "20020509", "3.0876996112", "2", , 
"US-Var", "21044", "GRP_SWC", "17.716666667", "Volumetric", , "45", "60", "20020509", "1.7206265009", "2", , 
"US-Var", "21045", "GRP_SWC", "2.5", "Volumetric", , "0", "15", "20020516", , "2", , 
"US-Var", "21046", "GRP_SWC", "6.6", "Volumetric", , "15", "30", "20020516", "3.5355339059", "2", , 
"US-Var", "21047", "GRP_SWC", "11.833333333", "Volumetric", , "30", "45", "20020516", "3.0641293851", "2", , 
"US-Var", "21048", "GRP_SWC", "16.883333333", "Volumetric", , "45", "60", "20020516", "2.5220141862", "2", , 
"US-Var", "21049", "GRP_SWC", "7.9", "Volumetric", , "0", "15", "20020530", "0.14142135624", "2", , 
"US-Var", "21050", "GRP_SWC", "13.05", "Volumetric", , "15", "30", "20020530", "3.0405591591", "2", , 
"US-Var", "21051", "GRP_SWC", "12.15", "Volumetric", , "30", "45", "20020530", "1.4377837884", "2", , 
"US-Var", "21052", "GRP_SWC", "16.7", "Volumetric", , "45", "60", "20020530", "1.5084944665", "2", , 
"US-Var", "21053", "GRP_SWC", "4", "Volumetric", , "0", "15", "20020613", "0.14142135624", "2", , 
"US-Var", "21054", "GRP_SWC", "9.8", "Volumetric", , "15", "30", "20020613", "2.6870057685", "2", , 
"US-Var", "21055", "GRP_SWC", "11.816666667", "Volumetric", , "30", "45", "20020613", "2.0506096654", "2", , 
"US-Var", "21056", "GRP_SWC", "17.133333333", "Volumetric", , "45", "60", "20020613", "0.61282587703", "2", , 
"US-Var", "21057", "GRP_SWC", "3.0833333333", "Volumetric", , "0", "15", "20020620", "0.070710678119", "2", , 
"US-Var", "21058", "GRP_SWC", "10.133333333", "Volumetric", , "15", "30", "20020620", "2.7341462206", "2", , 
"US-Var", "21059", "GRP_SWC", "11.7", "Volumetric", , "30", "45", "20020620", "0.84852813742", "2", , 
"US-Var", "21060", "GRP_SWC", "17.45", "Volumetric", , "45", "60", "20020620", "1.1549410759", "2", , 
"US-Var", "21061", "GRP_SWC", "2.5", "Volumetric", , "0", "15", "20020628", "0.14142135624", "2", , 
"US-Var", "21062", "GRP_SWC", "9.4", "Volumetric", , "15", "30", "20020628", "2.404163056", "2", , 
"US-Var", "21063", "GRP_SWC", "11.916666667", "Volumetric", , "30", "45", "20020628", "1.767766953", "2", , 
"US-Var", "21064", "GRP_SWC", "17.7", "Volumetric", , "45", "60", "20020628", "1.3670731103", "2", , 
"US-Var", "21065", "GRP_SWC", "1", "Volumetric", , "0", "15", "20020711", "0.56568542495", "2", , 
"US-Var", "21066", "GRP_SWC", "8.75", "Volumetric", , "15", "30", "20020711", "2.7577164466", "2", , 
"US-Var", "21067", "GRP_SWC", "12.233333333", "Volumetric", , "30", "45", "20020711", "1.4613540145", "2", , 
"US-Var", "21068", "GRP_SWC", "18.716666667", "Volumetric", , "45", "60", "20020711", "0.87209836346", "2", , 
"US-Var", "21069", "GRP_SWC", "1.15", "Volumetric", , "0", "15", "20020719", "0.63639610307", "2", , 
"US-Var", "21070", "GRP_SWC", "8.3", "Volumetric", , "15", "30", "20020719", "2.5455844123", "2", , 
"US-Var", "21071", "GRP_SWC", "12.016666667", "Volumetric", , "30", "45", "20020719", "2.1920310217", "2", , 
"US-Var", "21072", "GRP_SWC", "18.85", "Volumetric", , "45", "60", "20020719", "0.91923881554", "2", , 
"US-Var", "21073", "GRP_SWC", "1.35", "Volumetric", , "0", "15", "20020725", "0.070710678119", "2", , 
"US-Var", "21074", "GRP_SWC", "7.9", "Volumetric", , "15", "30", "20020725", "2.404163056", "2", , 
"US-Var", "21075", "GRP_SWC", "10.3", "Volumetric", , "30", "45", "20020725", "4.3840620434", "2", , 
"US-Var", "21076", "GRP_SWC", "18.8", "Volumetric", , "45", "60", "20020725", "1.2727922061", "2", , 
"US-Var", "21077", "GRP_SWC", "1.7333333333", "Volumetric", , "0", "15", "20020801", "1.4613540145", "2", , 
"US-Var", "21078", "GRP_SWC", "8.5166666667", "Volumetric", , "15", "30", "20020801", "3.0876996112", "2", , 
"US-Var", "21079", "GRP_SWC", "12.55", "Volumetric", , "30", "45", "20020801", "1.9091883092", "2", , 
"US-Var", "21080", "GRP_SWC", "18.666666667", "Volumetric", , "45", "60", "20020801", "0.61282587703", "2", , 
"US-Var", "21081", "GRP_SWC", "0.63333333333", "Volumetric", , "0", "15", "20020815", "0.18856180832", "2", , 
"US-Var", "21082", "GRP_SWC", "8.0666666667", "Volumetric", , "15", "30", "20020815", "2.4513035081", "2", , 
"US-Var", "21083", "GRP_SWC", "11.95", "Volumetric", , "30", "45", "20020815", "2.4748737342", "2", , 
"US-Var", "21084", "GRP_SWC", "18.95", "Volumetric", , "45", "60", "20020815", "1.0606601718", "2", , 
"US-Var", "21085", "GRP_SWC", "0.837875", "Volumetric", , "0", "15", "20020823", "0.76067011986", "2", , 
"US-Var", "21086", "GRP_SWC", "7.6833333333", "Volumetric", , "15", "30", "20020823", "2.7105759945", "2", , 
"US-Var", "21087", "GRP_SWC", "12.116666667", "Volumetric", , "30", "45", "20020823", "1.6734860488", "2", , 
"US-Var", "21088", "GRP_SWC", "18.508333333", "Volumetric", , "45", "60", "20020823", "0.76603234629", "2", , 
"US-Var", "21089", "GRP_SWC", "1.2833333333", "Volumetric", , "0", "15", "20020829", "0.96637926762", "2", , 
"US-Var", "21090", "GRP_SWC", "7.8833333333", "Volumetric", , "15", "30", "20020829", "2.993418707", "2", , 
"US-Var", "21091", "GRP_SWC", "12.55", "Volumetric", , "30", "45", "20020829", "1.3906433363", "2", , 
"US-Var", "21092", "GRP_SWC", "18.483333333", "Volumetric", , "45", "60", "20020829", "0.25927248644", "2", , 
"US-Var", "21093", "GRP_SWC", "1.0166666667", "Volumetric", , "0", "15", "20020905", "1.0606601718", "2", , 
"US-Var", "21094", "GRP_SWC", "7.0833333333", "Volumetric", , "15", "30", "20020905", "2.2863119258", "2", , 
"US-Var", "21095", "GRP_SWC", "12.066666667", "Volumetric", , "30", "45", "20020905", "2.357022604", "2", , 
"US-Var", "21096", "GRP_SWC", "18.85", "Volumetric", , "45", "60", "20020905", "0.58925565099", "2", , 
"US-Var", "21097", "GRP_SWC", "2.35", "Volumetric", , "0", "15", "20020912", "0.14142135624", "2", , 
"US-Var", "21098", "GRP_SWC", "7.6", "Volumetric", , "15", "30", "20020912", "2.404163056", "2", , 
"US-Var", "21099", "GRP_SWC", "11.925", "Volumetric", , "30", "45", "20020912", "2.2980970389", "2", , 
"US-Var", "21100", "GRP_SWC", "19.025", "Volumetric", , "45", "60", "20020912", "1.166726189", "2", , 
"US-Var", "21101", "GRP_SWC", "1.4666666667", "Volumetric", , "0", "15", "20020920", "0.18856180832", "2", , 
"US-Var", "21102", "GRP_SWC", "7.1666666667", "Volumetric", , "15", "30", "20020920", "2.9227080289", "2", , 
"US-Var", "21103", "GRP_SWC", "12.283333333", "Volumetric", , "30", "45", "20020920", "2.4277332821", "2", , 
"US-Var", "21104", "GRP_SWC", "18.8", "Volumetric", , "45", "60", "20020920", "1.3670731103", "2", , 
"US-Var", "21105", "GRP_SWC", "0.36666666667", "Volumetric", , "0", "15", "20021002", "0", "2", , 
"US-Var", "21106", "GRP_SWC", "7.25", "Volumetric", , "15", "30", "20021002", "2.6162950904", "2", , 
"US-Var", "21107", "GRP_SWC", "12.083333333", "Volumetric", , "30", "45", "20021002", "1.9091883092", "2", , 
"US-Var", "21108", "GRP_SWC", "17.666666667", "Volumetric", , "45", "60", "20021002", "0.80138768534", "2", , 
"US-Var", "21109", "GRP_SWC", "0.66666666667", "Volumetric", , "0", "15", "20021105", "0.28284271247", "2", , 
"US-Var", "21110", "GRP_SWC", "7.5833333333", "Volumetric", , "15", "30", "20021105", "1.5792051446", "2", , 
"US-Var", "21111", "GRP_SWC", "11.533333333", "Volumetric", , "30", "45", "20021105", "1.1313708499", "2", , 
"US-Var", "21112", "GRP_SWC", "16.783333333", "Volumetric", , "45", "60", "20021105", "1.1078006239", "2", , 
"US-Var", "21113", "GRP_SWC", "12.566666667", "Volumetric", , "0", "15", "20021114", "0.98994949366", "2", , 
"US-Var", "21114", "GRP_SWC", "20.6", "Volumetric", , "15", "30", "20021114", "4.5254833996", "2", , 
"US-Var", "21115", "GRP_SWC", "16.216666667", "Volumetric", , "30", "45", "20021114", "1.202081528", "2", , 
"US-Var", "21116", "GRP_SWC", "17.883333333", "Volumetric", , "45", "60", "20021114", "0.070710678119", "2", , 
"US-Var", "21117", "GRP_SWC", "9.525", "Volumetric", , "0", "15", "20021206", "0.60104076401", "2", , 
"US-Var", "21118", "GRP_SWC", "15.925", "Volumetric", , "15", "30", "20021206", "3.570889245", "2", , 
"US-Var", "21119", "GRP_SWC", "15.075", "Volumetric", , "30", "45", "20021206", "2.2273863607", "2", , 
"US-Var", "21120", "GRP_SWC", "18.525", "Volumetric", , "45", "60", "20021206", "1.166726189", "2", , 
"US-Var", "21121", "GRP_SWC", "22.45", "Volumetric", , "0", "15", "20021214", "4.5961940777", "2", , 
"US-Var", "21122", "GRP_SWC", "25.625", "Volumetric", , "15", "30", "20021214", "4.4901280605", "2", , 
"US-Var", "21123", "GRP_SWC", "17.325", "Volumetric", , "30", "45", "20021214", "1.5202795796", "2", , 
"US-Var", "21124", "GRP_SWC", "19.2", "Volumetric", , "45", "60", "20021214", "0.56568542495", "2", , 
"US-Var", "21125", "GRP_SWC", "25.166666667", "Volumetric", , "0", "15", "20021223", "4.9026070162", "2", , 
"US-Var", "21126", "GRP_SWC", "29.5", "Volumetric", , "15", "30", "20021223", "3.2526911935", "2", , 
"US-Var", "21127", "GRP_SWC", "28.833333333", "Volumetric", , "30", "45", "20021223", "1.4142135624", "2", , 
"US-Var", "21128", "GRP_SWC", "35.116666667", "Volumetric", , "45", "60", "20021223", "0.44783429475", "2", , 
"US-Var", "21129", "GRP_SWC", "26.166666667", "Volumetric", , "0", "15", "20030104", "3.0169889331", "2", , 
"US-Var", "21130", "GRP_SWC", "30.533333333", "Volumetric", , "15", "30", "20030104", "2.0741798915", "2", , 
"US-Var", "21131", "GRP_SWC", "29.133333333", "Volumetric", , "30", "45", "20030104", "1.4613540145", "2", , 
"US-Var", "21132", "GRP_SWC", "35.566666667", "Volumetric", , "45", "60", "20030104", "0.51854497287", "2", , 
"US-Var", "21133", "GRP_SWC", "26.8", "Volumetric", , "0", "15", "20030129", "1.1313708499", "2", , 
"US-Var", "21134", "GRP_SWC", "28.683333333", "Volumetric", , "15", "30", "20030129", "2.8048568987", "2", , 
"US-Var", "21135", "GRP_SWC", "28.666666667", "Volumetric", , "30", "45", "20030129", "1.4142135624", "2", , 
"US-Var", "21136", "GRP_SWC", "34.166666667", "Volumetric", , "45", "60", "20030129", "1.0370899457", "2", , 
"US-Var", "21137", "GRP_SWC", "25", "Volumetric", , "0", "15", "20030213", "1.9798989873", "2", , 
"US-Var", "21138", "GRP_SWC", "25.25", "Volumetric", , "15", "30", "20030213", "2.4748737342", "2", , 
"US-Var", "21139", "GRP_SWC", "24.5", "Volumetric", , "30", "45", "20030213", "3.2526911935", "2", , 
"US-Var", "21140", "GRP_SWC", "32.1", "Volumetric", , "45", "60", "20030213", , "2", , 
"US-Var", "21141", "GRP_SWC", "27.75", "Volumetric", , "0", "15", "20030221", "2.3334523779", "2", , 
"US-Var", "21142", "GRP_SWC", "28.965", "Volumetric", , "15", "30", "20030221", "3.0617723625", "2", , 
"US-Var", "21143", "GRP_SWC", "28.235", "Volumetric", , "30", "45", "20030221", "2.2132442251", "2", , 
"US-Var", "21144", "GRP_SWC", "34.4", "Volumetric", , "45", "60", "20030221", "0.18384776311", "2", , 
"US-Var", "21145", "GRP_SWC", "25.8", "Volumetric", , "0", "15", "20030227", "1.1313708499", "2", , 
"US-Var", "21146", "GRP_SWC", "27.7", "Volumetric", , "15", "30", "20030227", "3.1112698372", "2", , 
"US-Var", "21147", "GRP_SWC", "27", "Volumetric", , "30", "45", "20030227", "2.5927248644", "2", , 
"US-Var", "21148", "GRP_SWC", "33.366666667", "Volumetric", , "45", "60", "20030227", "0.37712361663", "2", , 
"US-Var", "21149", "GRP_SWC", "27.983333333", "Volumetric", , "0", "15", "20030317", "3.3705423237", "2", , 
"US-Var", "21150", "GRP_SWC", "28.966666667", "Volumetric", , "15", "30", "20030317", "2.7812866727", "2", , 
"US-Var", "21151", "GRP_SWC", "27.383333333", "Volumetric", , "30", "45", "20030317", "3.3234018716", "2", , 
"US-Var", "21152", "GRP_SWC", "32.016666667", "Volumetric", , "45", "60", "20030317", "1.1078006239", "2", , 
"US-Var", "21153", "GRP_SWC", "26.333333333", "Volumetric", , "0", "15", "20030405", "3.1584102893", "2", , 
"US-Var", "21154", "GRP_SWC", "27.433333333", "Volumetric", , "15", "30", "20030405", "3.9126575226", "2", , 
"US-Var", "21155", "GRP_SWC", "25.883333333", "Volumetric", , "30", "45", "20030405", "2.7105759945", "2", , 
"US-Var", "21156", "GRP_SWC", "32.5", "Volumetric", , "45", "60", "20030405", "0.70710678119", "2", , 
"US-Var", "21157", "GRP_SWC", "25.25", "Volumetric", , "0", "15", "20030416", "1.7206265009", "2", , 
"US-Var", "21158", "GRP_SWC", "28.583333333", "Volumetric", , "15", "30", "20030416", "3.2291209674", "2", , 
"US-Var", "21159", "GRP_SWC", "28.15", "Volumetric", , "30", "45", "20030416", "1.7206265009", "2", , 
"US-Var", "21160", "GRP_SWC", "35.05", "Volumetric", , "45", "60", "20030416", "0.49497474683", "2", , 
"US-Var", "21161", "GRP_SWC", "30.083333333", "Volumetric", , "0", "15", "20030425", "4.4547727215", "2", , 
"US-Var", "21162", "GRP_SWC", "30.05", "Volumetric", , "15", "30", "20030425", "3.6062445841", "2", , 
"US-Var", "21163", "GRP_SWC", "28.25", "Volumetric", , "30", "45", "20030425", "2.0977501175", "2", , 
"US-Var", "21164", "GRP_SWC", "35.383333333", "Volumetric", , "45", "60", "20030425", "1.1549410759", "2", , 
"US-Var", "21165", "GRP_SWC", "27.85", "Volumetric", , "0", "15", "20030430", "2.0506096654", "2", , 
"US-Var", "21166", "GRP_SWC", "29.725", "Volumetric", , "15", "30", "20030430", "2.7930717857", "2", , 
"US-Var", "21167", "GRP_SWC", "29.55", "Volumetric", , "30", "45", "20030430", "2.4748737342", "2", , 
"US-Var", "21168", "GRP_SWC", "35.5", "Volumetric", , "45", "60", "20030430", "0.56568542495", "2", , 
"US-Var", "21169", "GRP_SWC", "20.45", "Volumetric", , "0", "15", "20030509", "0.1178511302", "2", , 
"US-Var", "21170", "GRP_SWC", "26.15", "Volumetric", , "15", "30", "20030509", "2.6162950904", "2", , 
"US-Var", "21171", "GRP_SWC", "25.783333333", "Volumetric", , "30", "45", "20030509", "2.6634355425", "2", , 
"US-Var", "21172", "GRP_SWC", "33.85", "Volumetric", , "45", "60", "20030509", "1.0135197197", "2", , 
"US-Var", "21173", "GRP_SWC", "7.9125", "Volumetric", , "0", "15", "20030521", "2.3864853865", "2", , 
"US-Var", "21174", "GRP_SWC", "16.1125", "Volumetric", , "15", "30", "20030521", "0.300520382", "2", , 
"US-Var", "21175", "GRP_SWC", "19.241666667", "Volumetric", , "30", "45", "20030521", "2.8402122378", "2", , 
"US-Var", "21176", "GRP_SWC", "26.804166667", "Volumetric", , "45", "60", "20030521", "0.94870159809", "2", , 
"US-Var", "21177", "GRP_SWC", "4.6", "Volumetric", , "0", "15", "20030530", "1.5556349186", "2", , 
"US-Var", "21178", "GRP_SWC", "9.75", "Volumetric", , "15", "30", "20030530", "2.0506096654", "2", , 
"US-Var", "21179", "GRP_SWC", "15.333333333", "Volumetric", , "30", "45", "20030530", "2.6870057685", "2", , 
"US-Var", "21180", "GRP_SWC", "22.233333333", "Volumetric", , "45", "60", "20030530", "0.75424723327", "2", , 
"US-Var", "21181", "GRP_SWC", "2.9833333333", "Volumetric", , "0", "15", "20030606", "0.1178511302", "2", , 
"US-Var", "21182", "GRP_SWC", "7.4666666667", "Volumetric", , "15", "30", "20030606", "2.1684607956", "2", , 
"US-Var", "21183", "GRP_SWC", "13.3", "Volumetric", , "30", "45", "20030606", "2.8755675768", "2", , 
"US-Var", "21184", "GRP_SWC", "20.1", "Volumetric", , "45", "60", "20030606", "0.84852813742", "2", , 
