"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SOIL_CHEM_PH_H2O", "SOIL_CHEM_PROFILE_MIN", "SOIL_CHEM_PROFILE_MAX", "SOIL_CHEM_HORIZON", "SOIL_CHEM_COMMENT", "SOIL_CHEM_C_ORG", "SOIL_CHEM_DATE", "SOIL_CHEM_PH_SALT", "SOIL_CHEM_N_TOT", "SOIL_CHEM_BD", "SOIL_CHEM_C_ORG_SPATIAL_VARIABILITY", "SOIL_CHEM_N_TOT_SPATIAL_VARIABILITY", "SOIL_CHEM_PH_SALT_SPATIAL_VARIABILITY", "SOIL_CHEM_BD_SPATIAL_VARIABILITY", "SOIL_CHEM_PROFILE_ZERO_REF", "SOIL_CHEM_BD_SPATIAL_REP_NUMBER", "SOIL_CHEM_DATE_UNC", 
"US-IB1", "25008", "GRP_SOIL_CHEM", , "15", "25", , , "103.405", "2001", , "7.9", , , , , , , , , 
"US-IB1", "25139", "GRP_SOIL_CHEM", , "50", "75", , , , "1999", , , "1.43957058278836", , , , , , , , 
"US-IB1", "25140", "GRP_SOIL_CHEM", , "75", "100", , , "182.827", "2001", , "16.1", , , , , , , , , 
"US-IB2", "23734", "GRP_SOIL_CHEM", , "0", "5", , , , "20050315", , , "1.01", , , , , , , , 
"US-IB2", "23735", "GRP_SOIL_CHEM", , "0", "5", , , "15.5", "20050416", , "4", "0.91", , , , , , , , 
"US-IB2", "23870", "GRP_SOIL_CHEM", , "5", "15", , , "42", "20050416", , "1.3", "1.12", , , , , , , , 
"US-IB2", "23871", "GRP_SOIL_CHEM", , "5", "10", , , , "20061115", , , "1.1", , , , , , , , 
"US-IB2", "23872", "GRP_SOIL_CHEM", , "50", "75", , , , "20040715", "7.3", , , , , , , , , , 
"US-IB2", "23873", "GRP_SOIL_CHEM", , "75", "100", , , , "20040715", "7.3", , , , , , , , , , 
"US-IB2", "24001", "GRP_SOIL_CHEM", , "5", "10", , , , "20051015", , , "1.1", , , , , , , , 
"US-IB2", "24002", "GRP_SOIL_CHEM", , "0", "5", , , , "20060515", , , "0.86", , , , , , , , 
"US-IB2", "24112", "GRP_SOIL_CHEM", , "5", "15", , , "64.2", "20040715", "6.3", "5.1", "1.17", , , , , , , , 
"US-IB2", "24113", "GRP_SOIL_CHEM", , "10", "25", , , , "20060715", , , "1.14", , , , , , , , 
"US-IB2", "24372", "GRP_SOIL_CHEM", , "10", "25", , , , "20051015", , , "1.21", , , , , , , , 
"US-IB2", "24515", "GRP_SOIL_CHEM", , "15", "25", , , "97.3", "20040715", "6.5", "7.7", "1.14", , , , , , , , 
"US-IB2", "24516", "GRP_SOIL_CHEM", , "0", "5", , , , "20051015", , , "0.99", , , , , , , , 
"US-IB2", "24517", "GRP_SOIL_CHEM", , "10", "25", , , , "20060915", , , "1.16", , , , , , , , 
"US-IB2", "24773", "GRP_SOIL_CHEM", , "5", "15", , , , "20050315", , , "1.16", , , , , , , , 
"US-IB2", "24774", "GRP_SOIL_CHEM", , "10", "25", , , , "20061115", , , "1.19", , , , , , , , 
"US-IB2", "24903", "GRP_SOIL_CHEM", , "5", "10", , , , "20060915", , , "1.12", , , , , , , , 
"US-IB2", "24904", "GRP_SOIL_CHEM", , "0", "5", , , , "20061115", , , "0.85", , , , , , , , 
"US-IB2", "24905", "GRP_SOIL_CHEM", , "25", "50", , , , "20040715", "7", , , , , , , , , , 
"US-IB2", "25021", "GRP_SOIL_CHEM", , "5", "10", , , , "20060515", , , "1.14", , , , , , , , 
"US-IB2", "25022", "GRP_SOIL_CHEM", , "0", "5", , , , "20060715", , , "0.86", , , , , , , , 
"US-IB2", "25023", "GRP_SOIL_CHEM", , "5", "10", , , , "20060715", , , "1.1", , , , , , , , 
"US-IB2", "25153", "GRP_SOIL_CHEM", , "0", "5", , , "24", "20040715", "6.8", "1.9", "1.03", , , , , , , , 
"US-IB2", "25154", "GRP_SOIL_CHEM", , "0", "5", , , , "20060915", , , "0.87", , , , , , , , 
"US-IB2", "26046", "GRP_SOIL_CHEM", , "10", "25", , , , "20060515", , , "1.18", , , , , , , , 
"US-KS2", "24034", "GRP_SOIL_CHEM", , "100", "150", "B", "source: Schmalzer et al. 2001, Florida Scientist 64:161-191
", , , "5.2", , , , , , , , , , 
"US-KS2", "24168", "GRP_SOIL_CHEM", , "0", "100", "A", "source: Schmalzer et al. 2001, Florida Scientist 64:161-190
", , , , , "0.99", , , , , , , , 
"US-KS2", "24301", "GRP_SOIL_CHEM", , "0", "100", "A", , "30", , , , , , , , , , , , 
"US-KS2", "24552", "GRP_SOIL_CHEM", , "0", "100", "A", "source: Schmalzer et al. 2001, Florida Scientist 64:161-191
", , , "5.2", , , , , , , , , , 
"US-KS2", "24825", "GRP_SOIL_CHEM", , "100", "150", "B", , "6", , , , , , , , , , , , 
"US-KS2", "24945", "GRP_SOIL_CHEM", , "100", "150", "B", "source: Schmalzer et al. 2001, Florida Scientist 64:161-190
", , , , , "0.99", , , , , , , , 
"US-Los", "27307", "GRP_SOIL_CHEM", , , , , "(% not kgC/m2) Organic layer, mean depth 22 cm, Peter Weishampel", "220", , , , "0.19", , , , , , , , 
"US-Los", "27932", "GRP_SOIL_CHEM", , "0", "20", , "Soil organic layer.  Tang et al., personal communication", "19.04", , , , , , , , , , , , 
"US-Los", "28195", "GRP_SOIL_CHEM", , , , , "(% not kgC/m2) Mineral Layer, beneath organic layer, Peter Weishampel", "60", , , , "0.64", , , , , , , , 
"US-Los", "28196", "GRP_SOIL_CHEM", , , , , "(% not kgN/m2) Organic layer, mean depth 22 cm, Peter Weishampel", , , , "13.1", , , , , , , , , 
"US-Los", "28292", "GRP_SOIL_CHEM", , "0", "40", , "Soil organic carbon.  Tang, personal communication.", "44.96", , , , , , , , , , , , 
"US-Los", "29019", "GRP_SOIL_CHEM", , , , , "(% not kgN/m2) Mineral Layer, beneath organic layer, Peter Weishampel", , , , "3.7", , , , , , , , , 
"US-Los", "29132", "GRP_SOIL_CHEM", , , , , "(0.6-0.7); oven dry soil", , , , , "0.65", , , , , , , , 
"US-LPH", "23651", "GRP_SOIL_CHEM", , "5", "10", "Organic", "Educated guess based on nearby site with similar soil, vegetation and land use history( see Compton and Boone, Ecology 2000)
", , , , , "0.09", , , , , , , , 
"US-LPH", "24169", "GRP_SOIL_CHEM", , "3", "8", "A", "Educated guess based on nearby site with similar soil, vegetation and land use history ( see Compton and Boone, Ecology 2000)", , , "4.5", , , , , , , , , , 
"US-LPH", "24397", "GRP_SOIL_CHEM", , "5", "10", "Organic", , "37", , "3.7", , , , , , , , , , 
"US-LPH", "24550", "GRP_SOIL_CHEM", , "3", "8", "A", "Educated guess based on nearby site with similar soil, vegetation and land use history( see Compton and Boone, Ecology 2000)", , , , , "0.86", , , , , , , , 
"US-Me1", "23938", "GRP_SOIL_CHEM", , "20", "50", , , , "2004", , , "1.52", , , , , , , , 
"US-Me1", "24039", "GRP_SOIL_CHEM", , "50", "100", , , "8.2", "2004", , "0.59", , , , , , , , , 
"US-Me1", "24191", "GRP_SOIL_CHEM", , "0", "20", , , , "2004", , , "1.25", , , , , , , , 
"US-Me1", "24439", "GRP_SOIL_CHEM", , "0", "20", , , "19.7", "2004", , , , , , , , , , , 
"US-Me1", "24440", "GRP_SOIL_CHEM", , "20", "50", , , "22.3", "2004", , "1.41", , , , , , , , , 
"US-Me1", "24828", "GRP_SOIL_CHEM", , "0", "50", , , , "2004", , "0.76", , , , , , , , , 
"US-Me2", "19728", "GRP_SOIL_CHEM", , "0", "20", , , "0.37192982456", "2001", , "0.012105263158", "1.14", , , , , , , , 
"US-Me2", "19731", "GRP_SOIL_CHEM", , "20", "50", , , "0.18974358974", "2001", , "0.0084615384615", "1.17", , , , , , , , 
"US-Me2", "19732", "GRP_SOIL_CHEM", , "50", "100", , , "0.10518518519", "2001", , "0.0057037037037", "1.35", , , , , , , , 
"US-Me3", "24452", "GRP_SOIL_CHEM", , "0", "20", , , "39.2", "2005", , "1.73", , , , , , , , , 
"US-Me3", "24453", "GRP_SOIL_CHEM", , "27", "33", , , , "2004", , , "1.45", , , , , , , , 
"US-Me3", "24708", "GRP_SOIL_CHEM", , "7", "13", , , , "2004", , , "1.31", , , , , , , , 
"US-Me3", "24709", "GRP_SOIL_CHEM", , "47", "53", , , , "2004", , , "1.5", , , , , , , , 
"US-Me4", "23674", "GRP_SOIL_CHEM", , "0", "20", , , "25.9", "2001", , , , , , , , , , , 
"US-Me4", "23684", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", "7.1", , , , , , , , , , 
"US-Me4", "23811", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", , , "1.25", , , , , , , , 
"US-Me4", "23945", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", , "0.84", , , , , , , , , 
"US-Me4", "23946", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", , , "1.27", , , , , , , , 
"US-Me4", "23947", "GRP_SOIL_CHEM", , "0", "20", , , "20.6", "2001", , , , , , , , , , , 
"US-Me4", "23948", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", "7.3", , , , , , , , , , 
"US-Me4", "24046", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", , "0.96", , , , , , , , , 
"US-Me4", "24050", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", "6.9", , , , , , , , , , 
"US-Me4", "24051", "GRP_SOIL_CHEM", , "20", "50", , , "15.7", "2001", , , , , , , , , , , 
"US-Me4", "24310", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", "7.1", , , , , , , , , , 
"US-Me4", "24311", "GRP_SOIL_CHEM", , "50", "100", , , "13.9", "2001", , , , , , , , , , , 
"US-Me4", "24312", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", "7.3", , , , , , , , , , 
"US-Me4", "24317", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", , "0.15", , , , , , , , , 
"US-Me4", "24446", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", "6.8", , , , , , , , , , 
"US-Me4", "24447", "GRP_SOIL_CHEM", , "20", "50", , , "15.8", "2001", , , , , , , , , , , 
"US-Me4", "24449", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", , , "1.45", , , , , , , , 
"US-Me4", "24700", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", , , "1.02", , , , , , , , 
"US-Me4", "24705", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", , , "0.85", , , , , , , , 
"US-Me4", "24838", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", , "1.04", , , , , , , , , 
"US-Me4", "24841", "GRP_SOIL_CHEM", , "50", "100", , , "4.9", "2001", , , , , , , , , , , 
"US-Me4", "25094", "GRP_SOIL_CHEM", , "0", "20", , , , "2001", , "0.71", , , , , , , , , 
"US-Me4", "25096", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", , , "1.14", , , , , , , , 
"US-Me4", "25097", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", , "0.68", , , , , , , , , 
"US-Me5", "23671", "GRP_SOIL_CHEM", , "20", "50", , , "18.5", "2001", , "0.92", "1.2", , , , , , , , 
"US-Me5", "23941", "GRP_SOIL_CHEM", , "0", "20", , , "37", "2001", "6.5", "1.29", "1.04", , , , , , , , 
"US-Me5", "23942", "GRP_SOIL_CHEM", , "50", "100", , , "13.7", "2001", , "0.7", "1.34", , , , , , , , 
"US-Me5", "23951", "GRP_SOIL_CHEM", , "50", "100", , , , "2001", "7", , , , , , , , , , 
"US-Me5", "24321", "GRP_SOIL_CHEM", , "20", "50", , , , "2001", "7", , , , , , , , , , 
"US-Me6", "19723", "GRP_SOIL_CHEM", , "7", "13", , , , "2004", , , "1.31", , , , , , , , 
"US-Me6", "19726", "GRP_SOIL_CHEM", , "27", "33", , , , "2004", , , "1.45", , , , , , , , 
"US-Me6", "19727", "GRP_SOIL_CHEM", , "47", "53", , , , "2004", , , "1.5", , , , , , , , 
"US-MMS", "22036", "GRP_SOIL_CHEM", , "0", "0.1", , , , "20000520", , , "1.22", , , , , , , , 
"US-MOz", "23697", "GRP_SOIL_CHEM", , "15", "15", "Total", , , "20040608", , , "1.41", , , , , , , , 
"US-MOz", "23829", "GRP_SOIL_CHEM", , "35", "35", "Total", , , "20040608", , , "1.52", , , , , , , , 
"US-MOz", "24063", "GRP_SOIL_CHEM", , "0", "5", "Total", , , "20040608", , , "1.18", , , , , , , , 
"US-MOz", "24064", "GRP_SOIL_CHEM", , "70", "72", "Total", , , "20040608", , , "1.49", , , , , , , , 
"US-MOz", "24717", "GRP_SOIL_CHEM", , "23", "25", "Total", , , "20040608", , , "1.46", , , , , , , , 
"US-MOz", "24718", "GRP_SOIL_CHEM", , "53", "55", "Total", , , "20040608", , , "1.37", , , , , , , , 
"US-Ne1", "28042", "GRP_SOIL_CHEM", , "15", "30", , , "30.7", "20050425", , "2.8", "1.40", , , , , , , , 
"US-Ne1", "28660", "GRP_SOIL_CHEM", , "15", "30", , , "31.4", "20010420", , "2.9", "1.51", , , , , , , , 
"US-Ne1", "28661", "GRP_SOIL_CHEM", , "0", "15", , , "35.4", "20050425", , "3.2", "1.35", , , , , , , , 
"US-Ne1", "28719", "GRP_SOIL_CHEM", , "0", "20", , , , "20010420", "6.10", , , , , , , , , , 
"US-Ne1", "28885", "GRP_SOIL_CHEM", , "20", "50", , , , "20010420", "6.40", , , , , , , , , , 
"US-Ne1", "29578", "GRP_SOIL_CHEM", , "0", "15", , , "38", "20010420", , "3.5", "1.43", , , , , , , , 
"US-Ne2", "27128", "GRP_SOIL_CHEM", , "0", "15", , , "32.8", "20010420", , "3", "1.40", , , , , , , , 
"US-Ne2", "27428", "GRP_SOIL_CHEM", , "0", "15", , , "30.5", "20050425", , "2.9", "1.37", , , , , , , , 
"US-Ne2", "27666", "GRP_SOIL_CHEM", , "15", "30", , , "25.1", "20010420", , "2.3", "1.54", , , , , , , , 
"US-Ne2", "27769", "GRP_SOIL_CHEM", , "0", "20", , , , "20010420", "5.60", , , , , , , , , , 
"US-Ne2", "28657", "GRP_SOIL_CHEM", , "15", "30", , , "25.2", "20050425", , "2.4", "1.46", , , , , , , , 
"US-Ne2", "28718", "GRP_SOIL_CHEM", , "20", "50", , , , "20010420", "5.80", , , , , , , , , , 
"US-Ne3", "27767", "GRP_SOIL_CHEM", , "0", "20", , , , "20010420", "5.40", , , , , , , , , , 
"US-Ne3", "27768", "GRP_SOIL_CHEM", , "20", "50", , , , "20010420", "6.20", , , , , , , , , , 
"US-Ne3", "28653", "GRP_SOIL_CHEM", , "0", "15", , , "31.9", "20050425", , "3", "1.36", , , , , , , , 
"US-Ne3", "28654", "GRP_SOIL_CHEM", , "15", "30", , , "27.8", "20050425", , "2.5", "1.41", , , , , , , , 
"US-Ne3", "29249", "GRP_SOIL_CHEM", , "15", "30", , , "28.1", "20010420", , "2.5", "1.51", , , , , , , , 
"US-Ne3", "29368", "GRP_SOIL_CHEM", , "0", "15", , , "33.1", "20010420", , "3", "1.39", , , , , , , , 
"US-NR1", "23956", "GRP_SOIL_CHEM", , , , "Total", "From Laura E. Scott-Denton, et al. Soil Biology and Biochemistry. Volume 35, issue 4, April 2003, 525-534.", , , , , "1.483", , , , , , , , 
"US-Oho", "24565", "GRP_SOIL_CHEM", , , , "A", "Soil C 28.1 g C kg-1 (0-20cm) in DeForest et al 2006. International Journal of Biometeorology. 51:135-144.", "28.1", , , , , , , , , , , , 
"US-PFa", "26730", "GRP_SOIL_CHEM", , "0", "30", , "0-30 cm range,   Jon Martin", , , , , "1.6", , , , , , , , 
"US-PFa", "26868", "GRP_SOIL_CHEM", , "0", "30", , "(0-30 cm, including litter layer); pulled from Willow Creek", "107", , , "7.4", , , , , , , , , 
"US-PFa", "27574", "GRP_SOIL_CHEM", , "0", "60", , "(top 60 cm); pulled from Willow Creek", "94.73", , , , , , , , , , , , 
"US-Slt", "27178", "GRP_SOIL_CHEM", , "0", "10", , "Organic matter derived from LOI measurements as %", "14", "20080601", , , , "3", , , , , , , 
"US-Slt", "27478", "GRP_SOIL_CHEM", , "0", "10", , "n = 15 total, 3 soil cores per tree census plot.  pH in DI H20", , "20080601", "4.4", , , , , "0.2", , , , , 
"US-Slt", "27479", "GRP_SOIL_CHEM", , "20", "40", , "n = 15 total, 3 soil cores per tree census plot.  pH in DI H20", , "20080601", "4.8", , , , , "0.1", , , , , 
"US-Slt", "27723", "GRP_SOIL_CHEM", , "10", "20", , "Organic matter derived from LOI measurements as %", "9", "20080601", , , , "2", , , , , , , 
"US-Slt", "28423", "GRP_SOIL_CHEM", , "40", "80", , "n = 15 total, 3 soil cores per tree census plot.  pH in DI H20", , "20080601", "4.7", , , , , "0.1", , , , , 
"US-Slt", "28801", "GRP_SOIL_CHEM", , "40", "80", , "Organic matter derived from LOI measurements as %", "6", "20080601", , , , "1", , , , , , , 
"US-Slt", "28802", "GRP_SOIL_CHEM", , "10", "20", , "n = 15 total, 3 soil cores per tree census plot.  pH in DI H20", , "20080601", "4.7", , , , , "0.1", , , , , 
"US-Slt", "29302", "GRP_SOIL_CHEM", , "20", "40", , "Organic matter derived from LOI measurements as %", "8", "20080601", , , , "1", , , , , , , 
"US-SP2", "27979", "GRP_SOIL_CHEM", , "10", "150", , "1.5 measured at 0.5m", , , , , "1.21", , , , , , , , 
"US-SP2", "28589", "GRP_SOIL_CHEM", , "10", "100", , , "8", , , , , , , , , , , , 
"US-SP3", "27611", "GRP_SOIL_CHEM", , "10", "150", , "1.5 measured at 0.5m", , , , , "1.21", , , , , , , , 
"US-SP3", "28330", "GRP_SOIL_CHEM", , "10", "100", , , "8", , , , , , , , , , , , 
"US-SRM", "26762", "GRP_SOIL_CHEM", , "0", "20", , "Tiedemann&Klemmendson, Soil Sci. Soc. Am. J. 50: 472-475", , "1993", , , "1.5", , , , , , , , 
"US-SRM", "27057", "GRP_SOIL_CHEM", , "59", "110", , "PH varies considerably between the two soils described on WS6", , , "8.4", , , , , , , , , , 
"US-SRM", "27064", "GRP_SOIL_CHEM", , "0", "2", , "PH varies considerably between the two soils described on WS6", , , "8.6", , , , , , , , , , 
"US-SRM", "27604", "GRP_SOIL_CHEM", , "0", "20", , "from Tiedemann&Klemmendson, Soil Sci. Soc. Am. J. 50: 472-475, also agrees well within the range in Table 2 of Wheeler et al. 2007 Ecol. Applications, 17, 1911-1928", , "1981", , "0.98628", , , , , , , , , 
"US-SRM", "28322", "GRP_SOIL_CHEM", , "110", "140", , "PH varies considerably between the two soils described on WS6", , , "8.1", , , , , , , , , , 
"US-SRM", "28325", "GRP_SOIL_CHEM", , "0", "20", , "Organic C only, not total C, = ((0.06*8*1380+0.08*3.8*1540+0.06*3.1*1580)/1000 )*0.35+((0.06*3*1580+0.08*2.4*1620+0.06*2.6*1600)/1000 )*(1-0.35) Tiedemann&Klemmendson, Soil Sci. Soc. Am. J. 50: 472-475, also agrees well within the range in Table 2 of Wheeler et al. 2007 Ecol. Applications, 17, 1911-1928", "10.4783", "1981", , , , , , , , , , , 
"US-SRM", "29167", "GRP_SOIL_CHEM", , "9", "59", , "PH varies considerably between the two soils described on WS6", , , "8.2", , , , , , , , , , 
"US-SRM", "29171", "GRP_SOIL_CHEM", , "2", "9", , "PH varies considerably between the two soils described on WS6", , , "8.4", , , , , , , , , , 
"US-Syv", "29486", "GRP_SOIL_CHEM", , "0", "60", , "(top 60 cm); 2007 Fluxnet File", "104.67", , , , , , , , , , , , 
"US-Ton", "22039", "GRP_SOIL_CHEM", , "0", "30", , , , "20010425", , , "1.6441975309", , , , "0.10796027519", "Top of mineral soil", "27", "0", 
"US-Ton", "22040", "GRP_SOIL_CHEM", , "0", "60", , , , "20110502", , , "1.5805109047", , , , "0.4661854149", , "69", , 
"US-Ton", "22041", "GRP_SOIL_CHEM", , "0", "10", , , , "20110502", , , "1.4210887234", , , , "0.24261582016", , "12", , 
"US-Ton", "22042", "GRP_SOIL_CHEM", , "10", "20", , , , "20110502", , , "1.5748308674", , , , "0.28707411562", , "12", , 
"US-Ton", "22043", "GRP_SOIL_CHEM", , "20", "30", , , , "20110502", , , "1.5217769331", , , , "0.27539306697", , "12", , 
"US-Ton", "22044", "GRP_SOIL_CHEM", , "30", "40", , , , "20110502", , , "1.5838081838", , , , "0.42850606276", , "12", , 
"US-Ton", "22045", "GRP_SOIL_CHEM", , "40", "50", , , , "20110502", , , "1.4446378263", , , , "0.29768789259", , "12", , 
"US-Ton", "22046", "GRP_SOIL_CHEM", , "50", "60", , , , "20110502", , , "1.3085325233", , , , "0.42681480863", , "6", , 
"US-UMB", "23957", "GRP_SOIL_CHEM", , "40", "80", "Total", , "31.25", "20031001", , , , , , , , , , , 
"US-UMB", "24065", "GRP_SOIL_CHEM", , "0", "7", "Total", "Includes O layer (.018 m depth)", , "20000501", , , "0.88", , , , , , , , 
"US-UMB", "24345", "GRP_SOIL_CHEM", , "0", "15", "Total", , , "19980721", "4.99", , , , , , , , , , 
"US-UMB", "24851", "GRP_SOIL_CHEM", , "50", "100", "Total", "USDA, Soil Conservation Service, Soil Survey of Cheboygan County, Michigan", , "19870701", , , "1.5", , , , , , , , 
"US-UMB", "24852", "GRP_SOIL_CHEM", , "0", "20", "Total", , "21.62", "20031001", , , , , , , , , , , 
"US-UMB", "24880", "GRP_SOIL_CHEM", , "0", "15", "Total", "litter layer removed", , "19980721", , "0.57", , , , , , , , , 
"US-UMB", "25112", "GRP_SOIL_CHEM", , "10", "50", "Total", "USDA, Soil Conservation Service, Soil Survey of Cheboygan County, Michigan", , "19870701", , , "1.45", , , , , , , , 
"US-UMB", "25113", "GRP_SOIL_CHEM", , "20", "40", "Total", , "27.53", "20031001", , , , , , , , , , , 
"US-Var", "22047", "GRP_SOIL_CHEM", , "0", "30", , , , "20010425", , , "1.4333333333", , , , "0.1246739337", "Top of mineral soil", "27", "0", 
"US-WBW", "23647", "GRP_SOIL_CHEM", , , , "Total", "78.9 Mg C ha-¹           'http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.walker_branch.01", "78.9", , , , , , , , , , , , 
"US-WCr", "27043", "GRP_SOIL_CHEM", , "2", "4", , "P. Bolstad", , , , , "2.53", , , , , , , , 
"US-WCr", "27044", "GRP_SOIL_CHEM", , "0", "30", , "(0-30 cm, including litter layer); Cook et al 2004", "107", , , "7.4", , , , , , , , , 
"US-WCr", "27344", "GRP_SOIL_CHEM", , "0", "1", , "P. Bolstad", , , , , "1.55", , , , , , , , 
"US-WCr", "27590", "GRP_SOIL_CHEM", , "1", "2", , "P. Bolstad", , , , , "2.18", , , , , , , , 
"US-WCr", "27591", "GRP_SOIL_CHEM", , "0", "60", , "(top 60 cm); 2007 Fluxnet file", "94.73", , , , , , , , , , , , 
"US-Wkg", "23933", "GRP_SOIL_CHEM", , "0", "0", "Organic", , "0", , , , "0", , , , , , , , 
"US-Wkg", "24174", "GRP_SOIL_CHEM", , "0", "147", "B", , "7.5", , "7.6", , "1.4", , , , , , , , 
"US-Wkg", "24942", "GRP_SOIL_CHEM", , "0", "5", "A", , "10", , "7.4", , "1.35", , , , , , , , 
"US-Wrc", "23786", "GRP_SOIL_CHEM", , "0", "5.8", "Organic", , "13", , , , , , , , , , , , 
"US-Wrc", "24287", "GRP_SOIL_CHEM", , "200", "300", "Total", , "111", , , , , , , , , , , , 
"US-Wrc", "24551", "GRP_SOIL_CHEM", , "0", "10", "A", , "56", , "5.3", , "0.81", , , , , , , , 
"US-Wrc", "24946", "GRP_SOIL_CHEM", , "0", "35", "B", , "41", , "5.3", , "0.81", , , , , , , , 
