"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "AG_BIOMASS_OTHER", "AG_BIOMASS_OTHER_ORGAN", "AG_BIOMASS_OTHER_PHEN", "AG_BIOMASS_OTHER_UNIT", "AG_BIOMASS_COMMENT", "AG_BIOMASS_DATE", "AG_BIOMASS_APPROACH", "AG_BIOMASS_OTHER_SPATIAL_VARIABILITY", "AG_BIOMASS_OTHER_SPATIAL_REP_NUMBER", "AG_BIOMASS_DATE_UNC", 
"CA-TP2", "29122", "GRP_AG_BIOMASS_OTHER", "6.47", "Total", "Mixed/unknown", "gC m-2", "Total aboveground (TT) includes bark;", "20040923", "Canadian national forest inventory protocol: clipping of 12 microplots (each 1m2).", , , , 
"CA-TP3", "27011", "GRP_AG_BIOMASS_OTHER", "22.23", "Total", "Mixed/unknown", "gC m-2", "Total aboveground (TT) includes bark; non-woody biomass is almost 100% moss biomass", "20071104", "Canadian national forest inventory protocol: clipping of 12 microplots (each 1m2).", , , , 
"CA-TP3", "28288", "GRP_AG_BIOMASS_OTHER", "25.56", "Total", "Mixed/unknown", "gC m-2", "Total aboveground (TT) includes bark; non-woody biomass is almost 100% moss biomass", "20040927", "Canadian national forest inventory protocol: clipping of 12 microplots (each 1m2).", , , , 
"CA-TP4", "26266", "GRP_AG_BIOMASS_OTHER", "8.5", "Total", "Mixed/unknown", "gC m-2", "Total aboveground (TT) includes bark", "20040927", , , , , 
"CA-WP1", "26373", "GRP_AG_BIOMASS_OTHER", "144.9", "Total", "Mixed/unknown", "gC m-2", "data from three 20x20m plots", "2003", , , , , 
"CA-WP1", "26631", "GRP_AG_BIOMASS_OTHER", "205.3", "Total", "Mixed/unknown", "kgDM m-2", "Above-ground understory total biomass ; data from three 20x20m plots", , , , , , 
"CA-WP2", "24018", "GRP_AG_BIOMASS_OTHER", "0.2309", "Total", "Mixed/unknown", "kgDM m-2", "Glenn_et_al_AgricForestMeteorol_2006 (140):115-135
page115", , , , , , 
"CA-WP3", "25046", "GRP_AG_BIOMASS_OTHER", "0.1571", "Total", "Mixed/unknown", "kgDM m-2", "Glenn_et_al_AgricForestMeteorol_2006 (140):115-135
page115", , , , , , 
"US-ARb", "24408", "GRP_AG_BIOMASS_OTHER", "0.879944", "Total", "Mixed/unknown", "kgDM m-2", "
max green (Aug 2005)", , , , , , 
"US-ARc", "25047", "GRP_AG_BIOMASS_OTHER", "0.6", "Total", "Mixed/unknown", "kgDM m-2", "
max green (Aug 2005)", , , , , , 
"US-ARM", "23898", "GRP_AG_BIOMASS_OTHER", "0.6", "Total", "Mixed/unknown", "kgDM m-2", "0.41/  0.88  /  0.51
wheat 2002,2003,2006", , , , , , 
"US-Bar", "24793", "GRP_AG_BIOMASS_OTHER", "10.73", "Total", "Mixed/unknown", "kgDM m-2", "10730 g m-2", , , , , , 
"US-Bn1", "23763", "GRP_AG_BIOMASS_OTHER", "2.418", "Total", "Mixed/unknown", "kgDM m-2", "Liu et al JGR 2005:
total aboveground biomass, consisting almost entirely of black
spruce, was 2418 ± 186 g biomass m 2 (Mack, manuscript
in preparation, 2005).", , , , , , 
"US-Bn2", "23764", "GRP_AG_BIOMASS_OTHER", "1.674", "Total", "Mixed/unknown", "kgDM m-2", "Liu et al JGR 2005:
Total aboveground biomass of aspen in 2001  consisting of vegetation that had grown since the fire) was 1674 ± 436 g biomass m 2 (Mack, manuscript in preparation, 2005).", , , , , , 
"US-Bn3", "24657", "GRP_AG_BIOMASS_OTHER", "0.105", "Total", "Mixed/unknown", "kgDM m-2", "Liu et al JGR 2005:
Total aboveground biomass in
2002 (consisting of vegetation that had grown since the fire)
was 105 ± 21 g biomass m 2 (referred to as Mack,
manuscript in preparation, 2005).", , , , , , 
"US-Fmf", "29190", "GRP_AG_BIOMASS_OTHER", "6", "Total", "Mixed/unknown", "gC m-2", , "20060907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Fmf", "29205", "GRP_AG_BIOMASS_OTHER", "12", "Total", "Mixed/unknown", "gC m-2", , "20070907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Fuf", "29209", "GRP_AG_BIOMASS_OTHER", "7", "Total", "Mixed/unknown", "gC m-2", , "20070907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Fuf", "29318", "GRP_AG_BIOMASS_OTHER", "7", "Total", "Mixed/unknown", "gC m-2", , "20060907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Fwf", "27628", "GRP_AG_BIOMASS_OTHER", "69", "Total", "Mixed/unknown", "gC m-2", , "20060907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Fwf", "29213", "GRP_AG_BIOMASS_OTHER", "46", "Total", "Mixed/unknown", "gC m-2", , "20070907", "4 , 0.5 m2  plot once per year. projected leaf area was measured in the laboratory with an image analyzer (Agvision, Monochrome System, Decagon Devices, Inc., Pullman, WA, USA).", , , , 
"US-Ha2", "23633", "GRP_AG_BIOMASS_OTHER", "26", "Total", "Mixed/unknown", "kgDM m-2", "Total organic matter (not C alone)
", , , , , , 
"US-Ho1", "23765", "GRP_AG_BIOMASS_OTHER", "23.5", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-IB2", "24107", "GRP_AG_BIOMASS_OTHER", "370", "Total", "Mixed/unknown", "gC m-2", , "20050715", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24260", "GRP_AG_BIOMASS_OTHER", "88", "Total", "Mixed/unknown", "gC m-2", , "20060515", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24261", "GRP_AG_BIOMASS_OTHER", "660", "Total", "Mixed/unknown", "gC m-2", , "20060719", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24262", "GRP_AG_BIOMASS_OTHER", "132", "Total", "Mixed/unknown", "gC m-2", , "20060908", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24369", "GRP_AG_BIOMASS_OTHER", "429", "Total", "Mixed/unknown", "gC m-2", , "20040714", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24647", "GRP_AG_BIOMASS_OTHER", "290", "Total", "Mixed/unknown", "gC m-2", , "20051015", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-IB2", "24898", "GRP_AG_BIOMASS_OTHER", "557", "Total", "Mixed/unknown", "gC m-2", , "20070822", "Aboveground biomass was measured by harcesting 8 to 12 quadrats, 0.1m2, biomass was separated into grasses, forbs, litter", , , , 
"US-KS2", "23899", "GRP_AG_BIOMASS_OTHER", "2.2", "Total", "Mixed/unknown", "kgDM m-2", "1.1;      these units are in kg carbon in 2003 source Powell et al. 2006 Ag. For. Met. 141:19-43
", , , , , , 
"US-Los", "27013", "GRP_AG_BIOMASS_OTHER", "79", "Total", "Mixed/unknown", "gC m-2", "Total biomass:  Tang, peronal communication.    Biomass of non-woody plants refers to 'sedge'", "2001", , , , , 
"US-LPH", "24275", "GRP_AG_BIOMASS_OTHER", "17", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Me1", "24952", "GRP_AG_BIOMASS_OTHER", "44.2", "Total", "Mixed/unknown", "gC m-2", , "2003", , , , , 
"US-Me2", "19650", "GRP_AG_BIOMASS_OTHER", "0.98536804142", "Total", "Mixed/unknown", "gC m-2", , "2001", , , , , 
"US-Me3", "24706", "GRP_AG_BIOMASS_OTHER", "17.4", "Total", "Mixed/unknown", "gC m-2", , "2003", , , , , 
"US-Me4", "25088", "GRP_AG_BIOMASS_OTHER", "1", "Total", "Mixed/unknown", "gC m-2", , "2001", , , , , 
"US-Me4", "25091", "GRP_AG_BIOMASS_OTHER", "0", "Total", "Mixed/unknown", "gC m-2", , "2001", , , , , 
"US-Me5", "24041", "GRP_AG_BIOMASS_OTHER", "25", "Total", "Mixed/unknown", "gC m-2", , "2001", , , , , 
"US-MOz", "24658", "GRP_AG_BIOMASS_OTHER", "14.9831", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-NR1", "24149", "GRP_AG_BIOMASS_OTHER", "23", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Oho", "24276", "GRP_AG_BIOMASS_OTHER", "9.6", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Shd", "25286", "GRP_AG_BIOMASS_OTHER", "228", "Total", "Mixed/unknown", "gC m-2", , "19970527", , , , , 
"US-Shd", "25287", "GRP_AG_BIOMASS_OTHER", "433", "Total", "Mixed/unknown", "gC m-2", , "19970707", , , , , 
"US-Shd", "25292", "GRP_AG_BIOMASS_OTHER", "530.1", "Total", "Mixed/unknown", "gC m-2", , "19990330", , , , , 
"US-Shd", "25293", "GRP_AG_BIOMASS_OTHER", "546", "Total", "Mixed/unknown", "gC m-2", , "19991007", , , , , 
"US-Shd", "25294", "GRP_AG_BIOMASS_OTHER", "564", "Total", "Mixed/unknown", "gC m-2", , "19991022", , , , , 
"US-Shd", "26038", "GRP_AG_BIOMASS_OTHER", "706", "Total", "Mixed/unknown", "gC m-2", , "19970913", , , , , 
"US-Shd", "26683", "GRP_AG_BIOMASS_OTHER", "616", "Total", "Mixed/unknown", "gC m-2", , "19980108", , , , , 
"US-Shd", "26684", "GRP_AG_BIOMASS_OTHER", "404", "Total", "Mixed/unknown", "gC m-2", , "19981125", , , , , 
"US-Shd", "26686", "GRP_AG_BIOMASS_OTHER", "389.7", "Total", "Mixed/unknown", "gC m-2", , "20000121", , , , , 
"US-Shd", "26687", "GRP_AG_BIOMASS_OTHER", "384.9", "Total", "Mixed/unknown", "gC m-2", , "20000928", , , , , 
"US-Shd", "26688", "GRP_AG_BIOMASS_OTHER", "500.7", "Total", "Mixed/unknown", "gC m-2", , "20001012", , , , , 
"US-Shd", "26808", "GRP_AG_BIOMASS_OTHER", "361.8", "Total", "Mixed/unknown", "gC m-2", , "19990311", , , , , 
"US-Shd", "26809", "GRP_AG_BIOMASS_OTHER", "408.6", "Total", "Mixed/unknown", "gC m-2", , "19990322", , , , , 
"US-Shd", "26814", "GRP_AG_BIOMASS_OTHER", "882", "Total", "Mixed/unknown", "gC m-2", , "19980302", , , , , 
"US-Shd", "26815", "GRP_AG_BIOMASS_OTHER", "399", "Total", "Mixed/unknown", "gC m-2", , "19981030", , , , , 
"US-Shd", "26816", "GRP_AG_BIOMASS_OTHER", "438", "Total", "Mixed/unknown", "gC m-2", , "19981113", , , , , 
"US-Shd", "26821", "GRP_AG_BIOMASS_OTHER", "461.1", "Total", "Mixed/unknown", "gC m-2", , "20000831", , , , , 
"US-Shd", "26939", "GRP_AG_BIOMASS_OTHER", "92", "Total", "Mixed/unknown", "gC m-2", , "19970415", , , , , 
"US-Shd", "26940", "GRP_AG_BIOMASS_OTHER", "184", "Total", "Mixed/unknown", "gC m-2", , "19970512", , , , , 
"US-Shd", "26949", "GRP_AG_BIOMASS_OTHER", "636", "Total", "Mixed/unknown", "gC m-2", , "19990827", , , , , 
"US-Shd", "26950", "GRP_AG_BIOMASS_OTHER", "358.5", "Total", "Mixed/unknown", "gC m-2", , "19991119", , , , , 
"US-Shd", "26959", "GRP_AG_BIOMASS_OTHER", "418.8", "Total", "Mixed/unknown", "gC m-2", , "20000720", , , , , 
"US-Shd", "26960", "GRP_AG_BIOMASS_OTHER", "426.3", "Total", "Mixed/unknown", "gC m-2", , "20000817", , , , , 
"US-Shd", "27222", "GRP_AG_BIOMASS_OTHER", "322", "Total", "Mixed/unknown", "gC m-2", , "19970305", , , , , 
"US-Shd", "27223", "GRP_AG_BIOMASS_OTHER", "705", "Total", "Mixed/unknown", "gC m-2", , "19971010", , , , , 
"US-Shd", "27227", "GRP_AG_BIOMASS_OTHER", "295.2", "Total", "Mixed/unknown", "gC m-2", , "20010326", , , , , 
"US-Shd", "27237", "GRP_AG_BIOMASS_OTHER", "337", "Total", "Mixed/unknown", "gC m-2", , "19980708", , , , , 
"US-Shd", "27239", "GRP_AG_BIOMASS_OTHER", "176.1", "Total", "Mixed/unknown", "gC m-2", , "20000506", , , , , 
"US-Shd", "27240", "GRP_AG_BIOMASS_OTHER", "190.2", "Total", "Mixed/unknown", "gC m-2", , "20000525", , , , , 
"US-Shd", "27241", "GRP_AG_BIOMASS_OTHER", "321.6", "Total", "Mixed/unknown", "gC m-2", , "20000622", , , , , 
"US-Shd", "27511", "GRP_AG_BIOMASS_OTHER", "52", "Total", "Mixed/unknown", "gC m-2", , "19970331", , , , , 
"US-Shd", "27512", "GRP_AG_BIOMASS_OTHER", "671", "Total", "Mixed/unknown", "gC m-2", , "19970817", , , , , 
"US-Shd", "27516", "GRP_AG_BIOMASS_OTHER", "44", "Total", "Mixed/unknown", "gC m-2", , "19990406", , , , , 
"US-Shd", "27859", "GRP_AG_BIOMASS_OTHER", "653", "Total", "Mixed/unknown", "gC m-2", , "19970926", , , , , 
"US-Shd", "27866", "GRP_AG_BIOMASS_OTHER", "384", "Total", "Mixed/unknown", "gC m-2", , "19990616", , , , , 
"US-Shd", "27867", "GRP_AG_BIOMASS_OTHER", "522", "Total", "Mixed/unknown", "gC m-2", , "19990702", , , , , 
"US-Shd", "27878", "GRP_AG_BIOMASS_OTHER", "309", "Total", "Mixed/unknown", "gC m-2", , "19980527", , , , , 
"US-Shd", "27879", "GRP_AG_BIOMASS_OTHER", "335", "Total", "Mixed/unknown", "gC m-2", , "19980609", , , , , 
"US-Shd", "27882", "GRP_AG_BIOMASS_OTHER", "339.3", "Total", "Mixed/unknown", "gC m-2", , "20000608", , , , , 
"US-Shd", "28116", "GRP_AG_BIOMASS_OTHER", "625", "Total", "Mixed/unknown", "gC m-2", , "19971024", , , , , 
"US-Shd", "28117", "GRP_AG_BIOMASS_OTHER", "577", "Total", "Mixed/unknown", "gC m-2", , "19971107", , , , , 
"US-Shd", "28124", "GRP_AG_BIOMASS_OTHER", "417", "Total", "Mixed/unknown", "gC m-2", , "19990714", , , , , 
"US-Shd", "28125", "GRP_AG_BIOMASS_OTHER", "816", "Total", "Mixed/unknown", "gC m-2", , "19990728", , , , , 
"US-Shd", "28128", "GRP_AG_BIOMASS_OTHER", "298", "Total", "Mixed/unknown", "gC m-2", , "19980624", , , , , 
"US-Shd", "28129", "GRP_AG_BIOMASS_OTHER", "67.8", "Total", "Mixed/unknown", "gC m-2", , "20000427", , , , , 
"US-Shd", "28229", "GRP_AG_BIOMASS_OTHER", "372", "Total", "Mixed/unknown", "gC m-2", , "19970319", , , , , 
"US-Shd", "28230", "GRP_AG_BIOMASS_OTHER", "623", "Total", "Mixed/unknown", "gC m-2", , "19970831", , , , , 
"US-Shd", "28231", "GRP_AG_BIOMASS_OTHER", "635", "Total", "Mixed/unknown", "gC m-2", , "19971208", , , , , 
"US-Shd", "28235", "GRP_AG_BIOMASS_OTHER", "495", "Total", "Mixed/unknown", "gC m-2", , "19990923", , , , , 
"US-Shd", "28239", "GRP_AG_BIOMASS_OTHER", "405", "Total", "Mixed/unknown", "gC m-2", , "19980723", , , , , 
"US-Shd", "28243", "GRP_AG_BIOMASS_OTHER", "352.2", "Total", "Mixed/unknown", "gC m-2", , "20000323", , , , , 
"US-Shd", "28244", "GRP_AG_BIOMASS_OTHER", "38.1", "Total", "Mixed/unknown", "gC m-2", , "20000413", , , , , 
"US-Shd", "28465", "GRP_AG_BIOMASS_OTHER", "275", "Total", "Mixed/unknown", "gC m-2", , "19970609", , , , , 
"US-Shd", "28466", "GRP_AG_BIOMASS_OTHER", "358", "Total", "Mixed/unknown", "gC m-2", , "19970623", , , , , 
"US-Shd", "28467", "GRP_AG_BIOMASS_OTHER", "546", "Total", "Mixed/unknown", "gC m-2", , "19991007", , , , , 
"US-Shd", "28468", "GRP_AG_BIOMASS_OTHER", "641.7", "Total", "Mixed/unknown", "gC m-2", , "19991105", , , , , 
"US-Shd", "28476", "GRP_AG_BIOMASS_OTHER", "784", "Total", "Mixed/unknown", "gC m-2", , "19980202", , , , , 
"US-Shd", "28477", "GRP_AG_BIOMASS_OTHER", "585", "Total", "Mixed/unknown", "gC m-2", , "19980219", , , , , 
"US-Shd", "28478", "GRP_AG_BIOMASS_OTHER", "480", "Total", "Mixed/unknown", "gC m-2", , "19981016", , , , , 
"US-Shd", "28481", "GRP_AG_BIOMASS_OTHER", "359.7", "Total", "Mixed/unknown", "gC m-2", , "20000914", , , , , 
"US-Shd", "28958", "GRP_AG_BIOMASS_OTHER", "550", "Total", "Mixed/unknown", "gC m-2", , "19970721", , , , , 
"US-Shd", "28965", "GRP_AG_BIOMASS_OTHER", "75.9", "Total", "Mixed/unknown", "gC m-2", , "19990421", , , , , 
"US-Shd", "28966", "GRP_AG_BIOMASS_OTHER", "185.4", "Total", "Mixed/unknown", "gC m-2", , "19990519", , , , , 
"US-Shd", "28970", "GRP_AG_BIOMASS_OTHER", "883", "Total", "Mixed/unknown", "gC m-2", , "19980318", , , , , 
"US-Shd", "28971", "GRP_AG_BIOMASS_OTHER", "84", "Total", "Mixed/unknown", "gC m-2", , "19980414", , , , , 
"US-Shd", "28972", "GRP_AG_BIOMASS_OTHER", "221", "Total", "Mixed/unknown", "gC m-2", , "19980512", , , , , 
"US-Shd", "28973", "GRP_AG_BIOMASS_OTHER", "381", "Total", "Mixed/unknown", "gC m-2", , "19980918", , , , , 
"US-Shd", "28975", "GRP_AG_BIOMASS_OTHER", "324.3", "Total", "Mixed/unknown", "gC m-2", , "20001027", , , , , 
"US-Shd", "28976", "GRP_AG_BIOMASS_OTHER", "423", "Total", "Mixed/unknown", "gC m-2", , "20001128", , , , , 
"US-Shd", "29070", "GRP_AG_BIOMASS_OTHER", "345", "Total", "Mixed/unknown", "gC m-2", , "19990603", , , , , 
"US-Shd", "29071", "GRP_AG_BIOMASS_OTHER", "720", "Total", "Mixed/unknown", "gC m-2", , "19990910", , , , , 
"US-Shd", "29075", "GRP_AG_BIOMASS_OTHER", "163", "Total", "Mixed/unknown", "gC m-2", , "19980429", , , , , 
"US-Shd", "29076", "GRP_AG_BIOMASS_OTHER", "492", "Total", "Mixed/unknown", "gC m-2", , "19980821", , , , , 
"US-Shd", "29077", "GRP_AG_BIOMASS_OTHER", "339", "Total", "Mixed/unknown", "gC m-2", , "19981002", , , , , 
"US-Shd", "29079", "GRP_AG_BIOMASS_OTHER", "428.7", "Total", "Mixed/unknown", "gC m-2", , "20000731", , , , , 
"US-Shd", "29080", "GRP_AG_BIOMASS_OTHER", "363.3", "Total", "Mixed/unknown", "gC m-2", , "20001109", , , , , 
"US-Shd", "29427", "GRP_AG_BIOMASS_OTHER", "115", "Total", "Mixed/unknown", "gC m-2", , "19970429", , , , , 
"US-Shd", "29428", "GRP_AG_BIOMASS_OTHER", "826", "Total", "Mixed/unknown", "gC m-2", , "19971121", , , , , 
"US-Shd", "29432", "GRP_AG_BIOMASS_OTHER", "123.6", "Total", "Mixed/unknown", "gC m-2", , "19990506", , , , , 
"US-Shd", "29433", "GRP_AG_BIOMASS_OTHER", "642", "Total", "Mixed/unknown", "gC m-2", , "19990811", , , , , 
"US-Shd", "29439", "GRP_AG_BIOMASS_OTHER", "824", "Total", "Mixed/unknown", "gC m-2", , "19980331", , , , , 
"US-Shd", "29441", "GRP_AG_BIOMASS_OTHER", "272.7", "Total", "Mixed/unknown", "gC m-2", , "20000216", , , , , 
"US-Shd", "29442", "GRP_AG_BIOMASS_OTHER", "515.4", "Total", "Mixed/unknown", "gC m-2", , "20000706", , , , , 
"US-Slt", "27175", "GRP_AG_BIOMASS_OTHER", "0.0", "Total", "Mixed/unknown", "gC m-2", , "2007", "Ten to twenty 1 m2 plots, harvested annually at time of peak biomass.  Samples separated into foliage and stems, dried at 60 C", "0.1", , , 
"US-Slt", "27809", "GRP_AG_BIOMASS_OTHER", "0.0", "Total", "Mixed/unknown", "gC m-2", , "2004", "Ten to twenty 1 m2 plots, harvested annually at time of peak biomass.  Samples separated into foliage and stems, dried at 60 C", "0.0", , , 
"US-Slt", "28084", "GRP_AG_BIOMASS_OTHER", "0.4", "Total", "Mixed/unknown", "gC m-2", , "2005", "Ten to twenty 1 m2 plots, harvested annually at time of peak biomass.  Samples separated into foliage and stems, dried at 60 C", "0.7", , , 
"US-Slt", "29617", "GRP_AG_BIOMASS_OTHER", "0.2", "Total", "Mixed/unknown", "gC m-2", , "2006", "Ten to twenty 1 m2 plots, harvested annually at time of peak biomass.  Samples separated into foliage and stems, dried at 60 C", "0.3", , , 
"US-SP1", "29553", "GRP_AG_BIOMASS_OTHER", "23.9", "Total", "Mixed/unknown", "gC m-2", , "2007", , , , , 
"US-SP2", "28354", "GRP_AG_BIOMASS_OTHER", "1.1", "Total", "Mixed/unknown", "gC m-2", , "2007", , , , , 
"US-SP3", "23634", "GRP_AG_BIOMASS_OTHER", "7", "Total", "Mixed/unknown", "kgDM m-2", ":
(December 2003)", , , , , , 
"US-SRM", "27354", "GRP_AG_BIOMASS_OTHER", "200", "Total", "Mixed/unknown", "gC m-2", "*aboveground tree biomass = (EXP(1.6*LN(35)-0.58)/100)/1000*.47 estimated using equation given in Browning et al. 2008EcolApp,18,933 (be careful…numbers not verified), biomass of herbage production given in Follet, SRER100 issue", , , , , , 
"US-Syv", "23635", "GRP_AG_BIOMASS_OTHER", "25.4", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Ton", "23838", "GRP_AG_BIOMASS_OTHER", "500", "Total", "Mixed/unknown", "gC m-2", "2001-2003 by John Battles", "2003", , , , , 
"US-Ton", "23983", "GRP_AG_BIOMASS_OTHER", "500", "Total", "Mixed/unknown", "gC m-2", "2001-2003 by John Battles", "2001", , , , , 
"US-Ton", "24244", "GRP_AG_BIOMASS_OTHER", "500", "Total", "Mixed/unknown", "gC m-2", "2001-2003 by John Battles", "2002", , , , , 
"US-UMB", "18390", "GRP_AG_BIOMASS_OTHER", "133.8", "Foliage", "Senescent", "gC m-2", "Litter traps are .179 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20011020 ± 20 d", "19980721", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "28.2", "61", "28", 
"US-UMB", "18401", "GRP_AG_BIOMASS_OTHER", "127.9", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .179 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "19991020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "25.7", "61", "20", 
"US-UMB", "18412", "GRP_AG_BIOMASS_OTHER", "146.5", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .179 m^2 with one trap in each of 59 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20001020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "29.6", "60", "20", 
"US-UMB", "18422", "GRP_AG_BIOMASS_OTHER", "129.5", "Foliage", "Senescent", "gC m-2", "Litter traps are .179 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center. Litter trap collection date is 20011020 ± 20 d", "20010721", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "30.4", "60", "28", 
"US-UMB", "18432", "GRP_AG_BIOMASS_OTHER", "137.5", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 1 trap in each of 30 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20021020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "33.2", "31", "20", 
"US-UMB", "18443", "GRP_AG_BIOMASS_OTHER", "114", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20061020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "28.7", "50", "20", 
"US-UMB", "18451", "GRP_AG_BIOMASS_OTHER", "121.4", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20071020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "26", "50", "20", 
