"","DOY_S","meanAT2","meanAT6","sum_R","rain_events","meanRH2","meanRH6","meanSWC5","meanSWC15","meanSWC30","meanST5","meanST15","meanST30","meanNEE","meanGPP","meanRECO","sdReco","Season","high_day","Rain_DOY","Pulse_Days"
"113",113,14.1427083333333,14.9560416666667,0,0,32.187520395625,31.0009120775,8.025,10.7479166666667,16.675,18.9104166666667,18.6916666666667,18.2833333333333,-0.758126841161042,1.39548719367104,0.637360352472917,0.22837170101142,"Spring",0,0,0
"114",114,15.8015416666667,16.861875,0,0,34.1077109247917,32.3366330683333,8.01666666666667,10.6625,16.6375,19.7958333333333,18.7125,18.2854166666667,-1.01544505384167,1.53570546175062,0.520260407891667,0.167964616132638,"Spring",0,0,0
"115",115,20.7439583333333,22.02625,0,0,21.8953052535417,19.8485185954167,8.07291666666667,10.2604166666667,16.3625,21.4083333333333,19.9708333333333,19.0375,-1.14654079143333,1.71007991648542,0.56353912505,0.234873922515315,"Spring",0,0,0
"116",116,21.9035416666667,23.0902083333333,0,0,19.4092992066667,17.8542397327083,7.96875,9.88333333333333,16.0375,21.9,21.0291666666667,19.7583333333333,-0.824977535136458,1.45648156274104,0.631504027658333,0.394142994296939,"Spring",0,0,0
"117",117,20.8533333333333,21.984375,0,0,17.8717360288125,16.4274686937708,7.79791666666667,9.64583333333333,15.91875,22.475,21.6104166666667,20.0895833333333,-1.11929544884458,1.71837107663333,0.599075627739583,0.209356059587507,"Spring",0,0,0
"118",118,20.168125,21.149375,0,0,18.35981762525,17.1938830124375,7.58125,9.5625,15.7375,22.6791666666667,21.9270833333333,20.4979166666667,-1.136697968425,1.9871609488,0.850462980383333,0.28279006842937,"Spring",0,0,0
"119",119,17.8858333333333,18.9925,0,0,21.8439938358333,20.4831290779167,7.07291666666667,9.79375,15.7833333333333,20.36875,21.0395833333333,20.3604166666667,-0.587382048448125,1.5093257106594,0.921943662254167,0.190399356358212,"Spring",0,0,0
"120",120,15.1008333333333,15.848125,0,0,32.696086380625,31.6994019297917,6.9875,9.98333333333333,16.0125,20.6958333333333,20.2166666666667,19.5916666666667,-0.900593777335625,1.76051035098479,0.8599165736375,0.376799586879753,"Spring",0,0,0
"121",121,17.2058333333333,18.32,0,0,26.06221475975,24.4131745561875,6.90833333333333,9.87708333333333,15.9541666666667,21.3541666666667,20.7041666666667,19.91875,-1.20805192934735,2.020096880465,0.8120449511,0.205398421297036,"Spring",0,0,0
"122",122,18.0733333333333,19.0654166666667,0,0,18.4356072177917,17.50592168525,6.675,9.825,15.8083333333333,21.0770833333333,20.8354166666667,20.0854166666667,-1.10895905772917,1.85736124458398,0.748402186916667,0.213987120269958,"Spring",0,0,0
"123",123,18.303125,19.535,0,0,18.1308230291667,16.5192103414167,6.66875,9.69791666666667,15.7770833333333,22.23125,21.275,20.2458333333333,-0.959910028616667,1.69126207298333,0.731352044370833,0.422086982880131,"Spring",0,0,0
"124",124,20.093125,21.3720833333333,0,0,15.90263863475,14.4041637931458,6.54166666666667,9.51666666666667,15.64375,22.7541666666667,21.9458333333333,20.7541666666667,-1.06346270387437,1.82778377191875,0.764321068120833,0.681209728612122,"Spring",0,0,0
"125",125,20.2316666666667,21.463125,0,0,15.9079248415833,14.5871670336458,6.30208333333333,9.34375,15.53125,23.0458333333333,22.5666666666667,21.1,-1.08888145592563,1.826969094575,0.73808763865625,0.517925370440875,"Spring",0,0,0
"126",126,18.1370833333333,19.0575,0,0,16.9896679501042,16.2507689972708,5.94375,9.48958333333333,15.5083333333333,21.7854166666667,22.1625,21.075,-0.95262671615,1.71391556480417,0.761288848658333,0.205485839426289,"Spring",0,0,0
"127",127,15.0135416666667,15.5583333333333,0,0,31.2961549641667,30.9858973185417,5.7875,9.54375,15.5520833333333,22.1583333333333,21.9875,20.9229166666667,-1.11043368642187,1.86511927439125,0.754685587985417,0.189701290104789,"Spring",0,0,0
"128",128,14.5446041666667,15.3341666666667,0,0,37.7882246960417,36.9982797447917,5.53333333333333,9.74583333333333,15.6166666666667,21.2979166666667,21.0166666666667,20.7229166666667,-0.982201856966667,1.69401049757979,0.711808640608333,0.149981011956132,"Spring",0,0,0
"129",129,16.1579166666667,16.81125,0,0,34.4683335666667,34.2465061277083,5.36875,9.82916666666667,15.6666666666667,20.7770833333333,20.6,20.5104166666667,-0.726309705335417,1.53500622691042,0.8086965215625,0.162342932178552,"Spring",0,0,0
"130",130,15.96,16.525625,0,0,30.0876669358333,30.0216488495833,5.2375,9.72083333333333,15.7375,20.7854166666667,20.8916666666667,20.3395833333333,-0.7413016023,1.61677091491625,0.875469312589583,0.169700112568623,"Spring",0,0,0
"131",131,15.49625,16.2027083333333,0,0,34.7316394541667,34.0529977052083,5.30208333333333,9.71875,15.75,21.55,21.1166666666667,20.30625,-0.340811982043125,1.23786360282292,0.8970516208625,0.240291626673533,"Spring",0,0,0
"132",132,11.251875,12.0875,4.953,6,67.4202686695833,65.6142482041667,4.88958333333333,10.0104166666667,15.7229166666667,18.9375,19.7833333333333,20.3479166666667,0.346136917995833,0.679101824251042,1.0252387422125,1.0524386823277,"Spring",0,0,0
"133",133,15.3075416666667,16.3716666666667,0,0,48.0480026872917,45.7687207277083,4.96666666666667,10.425,16.0729166666667,17.8791666666667,17.9791666666667,18.8,-0.206600517494167,1.28300025130833,1.07639973380208,0.682106724181423,"Spring",0,0,0
"134",134,20.9783333333333,21.9897916666667,0,0,28.161088754375,26.499292928125,5.56458333333333,10.0291666666667,16.0041666666667,20.5041666666667,19.5729166666667,19.1916666666667,-0.1602428128775,1.33935926965833,1.17911645682083,0.321471934191311,"Spring",0,0,0
"135",135,22.0970833333333,23.2239583333333,0,0,25.61885281625,23.3990524402083,6.16875,9.64583333333333,15.80625,22.4833333333333,21.4166666666667,20.2395833333333,0.036777411976875,1.46480013435417,1.50157754636667,1.75718573607201,"Spring",0,0,0
"136",136,20.62125,21.4370833333333,0,0,24.0925636947917,22.8848883614583,6.38125,9.34791666666667,15.5375,22.6125,22.5625,21.025,-0.459873181367083,1.62363730144375,1.16376412015417,0.309389059361537,"Spring",0,0,0
"137",137,15.9672916666667,16.6175,0,0,23.2496371675417,22.6510347416667,6.39583333333333,9.37916666666667,15.5791666666667,22.0916666666667,22.3083333333333,21.06875,-1.17868860239792,2.09604193159167,0.917353329183333,0.175907494541293,"Spring",0,0,0
"138",138,14.8625833333333,15.701875,0,0,22.3118154289375,21.2066122961875,6.39166666666667,9.52708333333333,15.6145833333333,21.9520833333333,21.6895833333333,20.91875,-0.908168539001667,1.75644064083542,0.848272101825,0.192583500467047,"Spring",0,0,0
"139",139,16.711875,17.7045833333333,0,0,20.6327638677083,19.7437815247917,6.07291666666667,9.66458333333333,15.69375,20.18125,21.1875,20.7833333333333,-0.37282201269764,1.38015152697813,1.007329514275,0.182499669528429,"Spring",0,0,0
"140",140,11.1746041666667,11.8152083333333,0,0,38.6147026183333,38.8012552583333,5.87083333333333,9.89791666666667,15.8479166666667,19.3729166666667,20.2125,20.06875,-0.863932852402083,1.60478824352229,0.740855391072917,0.120574820842059,"Spring",0,0,0
"141",141,13.5896875,14.2158125,0,0,27.512516557125,27.3559038125,5.75833333333333,10.0583333333333,16.0666666666667,19.1833333333333,19.4208333333333,19.3333333333333,-0.827211768285417,1.671169263795,0.8439574955,0.251472643312384,"Spring",0,0,0
"142",142,16.4835416666667,17.0047916666667,0,0,22.3176033902083,22.1379887910417,5.86666666666667,9.74375,15.9208333333333,20.8708333333333,20.9458333333333,19.8729166666667,-0.247016525747917,1.27654316262833,1.0295266368875,0.454809319692852,"Spring",0,0,0
"143",143,13.9227083333333,14.4472708333333,0,0,34.2594909160417,34.3097103347917,5.78541666666667,9.53541666666667,15.7854166666667,22.0229166666667,21.7625,20.4333333333333,-0.543005551442708,1.36479812281125,0.8217925713625,0.179554192706157,"Spring",0,0,0
"144",144,17.9470833333333,18.87375,0,0,18.7708058435417,18.2110829861875,5.57916666666667,9.5,15.7208333333333,22.3,22.04375,20.775,-0.387677615904167,1.26852335350833,0.88084573758125,0.190423726893295,"Spring",0,0,0
"145",145,20.105,20.9335416666667,0,0,14.1515247294375,13.6891169572917,5.33333333333333,9.31666666666667,15.56875,22.7291666666667,22.8375,21.1895833333333,-0.327460547821875,1.18724112269375,0.859780574866667,0.127004888737816,"Spring",0,0,0
"146",146,19.1277083333333,19.7075,0,0,19.9980236461042,19.8937719566042,5.13333333333333,9.13333333333333,15.4708333333333,23.2458333333333,23.5291666666667,21.6291666666667,-0.216573923211667,1.0104220383575,0.79384811510625,0.121463592498772,"Spring",0,0,0
"147",147,16.8577083333333,17.3535416666667,0,0,24.2659905697917,23.9495245097917,4.92916666666667,9.17291666666667,15.4833333333333,23.1729166666667,23.4625,21.73125,-0.774316226602083,1.54241639526792,0.7681001686125,0.197107651252835,"Spring",0,0,0
"148",148,15.944125,16.8839583333333,0,0,24.2529809460625,23.0181911837083,4.71875,9.27916666666667,15.48125,22.9583333333333,23.1020833333333,21.7354166666667,-0.605778723450958,1.43430741837083,0.828528694927083,0.222830551518124,"Spring",0,0,0
"149",149,17.1715217391304,18.2023913043478,0,0,19.2582581217391,18.1759169106522,4.65652173913043,9.20869565217391,15.3913043478261,23.7804347826087,23.4,21.9608695652174,-0.207378058088261,1.29898250881478,1.09160445075217,0.544968189117675,"Spring",0,0,0
"150",150,20.385625,21.284375,0,0,16.5422131750208,15.917375322375,4.52708333333333,9.08958333333333,15.3166666666667,24.5645833333333,23.99375,22.39375,-0.150800885955035,1.2272578513875,1.07645696545833,0.16469369999515,"Spring",0,0,0
"151",151,22.389375,23.2170833333333,0,0,14.8701435158333,14.156140473,4.44791666666667,8.93958333333333,15.1833333333333,25.24375,24.7125,22.85,-0.0994800218198958,1.056797692515,0.957317670660417,0.129943144636618,"Spring",0,0,0
"152",152,23.3639583333333,24.0677083333333,0,0,22.4962177075,21.66809413625,4.35833333333333,8.74375,15.04375,25.7895833333333,25.4854166666667,23.3145833333333,-0.201453451864583,0.937156560754375,0.735703108914583,0.120107749316378,"Spring",0,0,0
"153",153,22.148125,22.95875,0,0,30.403386196875,29.70791533375,4.33541666666667,8.59375,14.9604166666667,26.4041666666667,26.1708333333333,23.7875,-0.358129961799167,0.8879395587375,0.529809596972917,0.207024704031294,"Spring",0,0,0
"154",154,22.6339583333333,23.5385416666667,0,0,20.8525023914375,20.02640757875,4.22083333333333,8.58333333333333,14.9395833333333,26.3979166666667,26.3375,24.0520833333333,-0.346868222588958,0.80674437252,0.459876149929167,0.0888332434825012,"Spring",0,0,0
"155",155,21.9247916666667,22.8452083333333,0,0,19.3153755074375,18.5264424926458,4.17708333333333,8.55625,14.8583333333333,26.5416666666667,26.4604166666667,24.2645833333333,-0.238248557941458,0.758387083642792,0.520138525702083,0.191206191068711,"Spring",0,0,0
"156",156,22.2191666666667,23.2085416666667,0,0,19.4060658764583,18.233234368125,4.19583333333333,8.575,14.8104166666667,27.2541666666667,26.5958333333333,24.5333333333333,-0.475492259059708,1.03307214790625,0.557579888927083,0.111221756479354,"Spring",0,0,0
"157",157,23.3833333333333,24.2283333333333,0,0,22.626372706875,21.5361807758333,4.14375,8.51458333333333,14.7166666666667,27.7895833333333,26.91875,24.99375,-0.323519461347917,1.05764014928187,0.734120687908333,0.288591316968572,"Spring",0,0,0
"158",158,23.763125,24.5847916666667,0,0,28.5588387186042,27.5351678442292,4.10208333333333,8.42916666666667,14.6354166666667,28.1041666666667,27.425,25.3229166666667,-0.116648493883958,0.894682607464583,0.778034113589583,0.221685399497596,"Spring",0,0,0
"159",159,23.8710416666667,24.919375,0,0,15.1883535698542,14.4390447093125,4.06041666666667,8.34166666666667,14.6104166666667,28.1979166666667,27.6666666666667,25.48125,-0.276580386224792,1.09230796277292,0.81572757651875,0.141455412792254,"Spring",0,0,0
"160",160,25.4879166666667,26.3627083333333,0,0,14.6262767693125,14.1141074577917,4.07708333333333,8.29375,14.49375,29.1916666666667,28.075,25.8145833333333,0.1322033064675,0.891211138647917,1.02341444515208,0.449516137168098,"Spring",0,0,0
"161",161,22.5416666666667,22.9991666666667,0,0,38.3024803554167,38.4592167295833,4.00416666666667,8.23125,14.3416666666667,29.4979166666667,28.4833333333333,26.5333333333333,0.4047028974675,0.675078504805208,1.07978140226458,0.318803757165586,"Spring",0,0,0
"162",162,24.3997916666667,24.9747916666667,0,0,31.175838435,30.878887544375,4.01875,8.38333333333333,14.4208333333333,29.3458333333333,27.7895833333333,26.25625,-0.06919206732625,0.998604551772708,0.929412484404167,0.183589606983328,"Spring",0,0,0
"163",163,27.383125,28.5175,0,0,13.339333666625,12.6803696044792,3.98958333333333,8.21666666666667,14.35625,29.6645833333333,28.5479166666667,26.65625,-0.008498532076375,0.874100163345833,0.865601631275,0.113536693817095,"Spring",0,0,0
"164",164,27.836875,28.8085416666667,0,0,13.3659185271458,12.6688451398125,3.91041666666667,8.1625,14.3520833333333,29.4979166666667,28.9458333333333,26.8104166666667,-0.04775843057375,0.815221634171667,0.76746320355625,0.206986426987853,"Spring",0,0,0
"165",165,25.7097916666667,26.421875,0,0,16.7584492734375,16.1254685215417,3.8625,8.12083333333333,14.39375,29.48125,29.0916666666667,26.83125,-0.0414192723104167,0.690458489267083,0.649039216952083,0.184683300563065,"Spring",0,0,0
"166",166,23.799375,24.696875,0,0,14.3021188338958,13.8356462525833,3.83333333333333,8.19166666666667,14.3708333333333,29.5125,28.925,26.9104166666667,-0.218382781451042,0.768811885291667,0.55042910384375,0.126837219815006,"Spring",0,0,0
"167",167,25.1780952380952,26.0442857142857,0,0,16.1906091129524,15.7090536388333,3.75238095238095,8.24047619047619,14.3690476190476,29.6261904761905,28.7071428571429,26.9166666666667,-0.0319982345438095,0.647215401944048,0.615217167385714,0.201194504249706,"Spring",0,0,0
"168",175,27.6673333333333,28.1126666666667,0,0,9.152870578,9.58257489723333,3.74666666666667,8.16666666666667,14.52,32.6033333333333,29.73,27.1333333333333,0.458806548922933,0.314100669296,0.772907218243333,0.16869203754663,"Spring",0,0,0
"169",176,25.7641666666667,26.7045833333333,0,0,13.6057751858333,12.880052110875,3.46875,8.2375,14.43125,30.44375,29.60625,27.5645833333333,0.505327649147458,0.316453299138958,0.8217809482875,0.326969170242561,"Spring",0,0,0
"170",177,25.8475,26.7166666666667,0,0,19.21048684125,18.0368150329167,3.46458333333333,8.2,14.3645833333333,30.7520833333333,30.0708333333333,27.89375,0.294790894835542,0.4058907726,0.70068166743125,0.119464298151119,"Spring",0,0,0
"171",178,27.2841666666667,27.969375,0,0,22.0241481172917,20.839453198125,3.54166666666667,8.12708333333333,14.3145833333333,31.6375,30.54375,28.1520833333333,0.436217195446458,0.402544055964375,0.8387612514125,0.291125204862054,"Spring",0,0,0
"172",179,27.528125,28.15,0,0,25.8703927047917,24.7968862735417,3.54791666666667,8.10208333333333,14.21875,31.8208333333333,30.8666666666667,28.6958333333333,0.392502077641375,0.413412708131458,0.8059147857625,0.134012371103312,"Spring",0,0,0
"173",180,28.2841666666667,28.700625,0,0,27.12419817375,26.1212661472917,3.55208333333333,8.14166666666667,14.1625,31.89375,30.75,28.81875,0.642390111099979,0.346370844161458,0.9887609552625,0.603130165512161,"Spring",0,0,0
"174",181,27.419375,28.11625,0,0,27.5889288347917,26.2227884402083,3.57608695652174,8.23695652173913,14.1869565217391,31.5108695652174,30.4891304347826,28.8282608695652,0.229899304944792,0.64049060485,0.8703899097875,0.18806000013619,"Spring",0,0,0
"175",182,26.5372916666667,27.1645833333333,0,0,27.1811077945833,25.9950167922917,3.56041666666667,8.32291666666667,14.24375,31.6145833333333,30.2395833333333,28.7375,0.270292768373,0.666738911229167,0.937031679622917,0.32702364955029,"Summer",0,0,0
"176",183,26.4364583333333,27.0527083333333,0,0,25.9433405531042,24.82252927375,3.54791666666667,8.3375,14.2145833333333,31.9104166666667,30.4291666666667,28.9208333333333,0.152409217961458,0.652900487761042,0.80530970573125,0.120352812258165,"Summer",0,0,0
"177",184,26.1552083333333,26.66,0,0,28.3158296945833,27.5676975458333,3.48541666666667,8.29583333333333,14.1791666666667,32.075,30.8354166666667,29.1104166666667,0.202531552576458,0.592500794875,0.795032347491667,0.114978639468249,"Summer",0,0,0
"178",185,26.1889583333333,26.7585416666667,0,0,27.176695848125,26.0612266570833,3.51458333333333,8.2625,14.1520833333333,32.4041666666667,31.1125,29.25,0.163022066248958,0.608355552075417,0.771377618335417,0.10889903292696,"Summer",0,0,0
"179",186,22.0175,22.7572916666667,0.762,2,50.7054535685417,49.3477951666667,3.30416666666667,8.45625,14.1520833333333,30.2916666666667,30.3520833333333,29.3125,0.470768629509167,0.407613889732292,0.87838251923125,0.443533821675812,"Summer",0,0,0
"180",187,22.1033333333333,22.5297916666667,0,0,54.149223373125,53.9066164627083,3.3375,8.8375,14.7291666666667,29.36875,28.5395833333333,28.1375,0.376062909121,0.407760356235417,0.7838232653625,0.412616232918064,"Summer",0,0,0
"181",188,23.0720833333333,23.8154166666667,9.017,3,41.8727818225,40.5808212152083,7.34166666666667,8.98333333333333,14.4666666666667,27.2708333333333,27.8354166666667,28.0291666666667,1.02006117275708,0.281488226110417,1.30154939888542,1.35825978536897,"Summer",1,188,1
"182",189,24.7945833333333,25.688125,0,0,18.9206630797917,16.9040472760417,10.8645833333333,9.36875,14.975,24.9083333333333,25.1583333333333,26.3020833333333,0.562612195558333,0.245553666941667,0.808165862516667,0.377201702613103,"Summer",0,0,0
"183",190,26.106875,27.194375,0,0,17.7621582752083,15.953681405625,8.60208333333333,8.85416666666667,14.9166666666667,26.7166666666667,26.31875,26.3041666666667,0.441221765929167,0.268834850399167,0.710056616341667,0.227076366267727,"Summer",0,0,0
"184",191,27.8535416666667,28.7810416666667,0,0,17.380470789375,16.0344132625,7.79166666666667,8.51041666666667,14.7958333333333,28.4645833333333,27.5041666666667,26.8208333333333,0.458671603929375,0.331787503662708,0.790459107597917,0.284135061578223,"Summer",0,0,0
"185",192,28.7645833333333,29.4408333333333,0,0,20.4254298647917,19.4424569352083,7.20208333333333,8.23958333333333,14.60625,29.88125,28.75,27.525,0.646339174148333,0.289566763504167,0.935905937664583,0.392390096632926,"Summer",0,0,0
"186",193,26.7502083333333,27.1825,0,0,31.1455705264583,30.5292651872917,6.7125,8.17083333333333,14.3791666666667,30.93125,29.5333333333333,28.2625,0.427775302805,0.403109609574167,0.830884912385417,0.161055338246737,"Summer",0,0,0
"187",194,26.5602083333333,27.2414583333333,0,0,32.1529813239583,30.776288004375,6.34791666666667,8.20208333333333,14.3395833333333,31.4854166666667,29.7729166666667,28.5979166666667,0.5195853764875,0.36523896826375,0.88482434473125,0.231123787080542,"Summer",0,0,0
"188",195,25.875,26.5891666666667,0.254,1,37.6986727947917,36.1943796375,5.77083333333333,8.29166666666667,14.25625,30.70625,29.7583333333333,28.9395833333333,0.403595392036458,0.620341555074583,1.02393694713125,0.387621345767316,"Summer",0,0,0
"189",196,26.2895833333333,27.2422916666667,0.254,1,38.3576112345833,35.906721411875,5.15416666666667,8.55625,14.4125,29.4416666666667,28.8041666666667,28.4854166666667,0.610704714558271,0.696502572177083,1.30720728668125,0.273642282697649,"Summer",0,0,0
"190",197,27.9254166666667,28.770625,0,0,30.5134906202083,28.7107005985417,4.92916666666667,8.51875,14.5041666666667,30.03125,29.1166666666667,28.19375,0.63577995738715,1.06331336070833,1.6990933180625,0.294648593286449,"Summer",0,0,0
"191",198,24.9611111111111,25.3669444444444,6.096,6,49.6676040827778,48.9151533094444,4.78055555555556,8.40833333333333,14.4277777777778,31.3916666666667,29.6777777777778,28.4027777777778,0.295520985325278,1.54655534360556,1.84207632891667,0.393722945402621,"Summer",1,198,1
"192",199,23.9254166666667,24.495625,0.508,1,55.37081817375,53.6673746089583,4.32083333333333,8.975,14.5229166666667,27.4666666666667,27.0125,27.9479166666667,1.42601182121062,0.741750892625,2.16776271395833,0.841961936259873,"Summer",0,0,0
"193",200,25.5254166666667,25.9835416666667,0,0,45.0218590122917,43.7838441154167,4.72916666666667,9.04583333333333,14.7604166666667,28.375,26.6083333333333,27.2354166666667,0.830531736223648,1.16344664935208,1.99397838552083,0.354002896662521,"Summer",0,0,0
"194",201,26.009375,26.8247916666667,0,0,37.5218113604167,36.078683423125,4.84791666666667,8.92916666666667,14.6708333333333,27.78125,27.1145833333333,27.4770833333333,0.424910880634063,1.38925133136667,1.8141622120625,0.21802962824266,"Summer",0,0,0
"195",202,26.1241666666667,26.6889583333333,0,0,41.210917420625,40.30758904375,5.1625,8.79166666666667,14.74375,29.21875,27.6166666666667,27.2041666666667,0.425422992515417,1.06602719072917,1.49145018316667,0.212993872553521,"Summer",0,0,0
"196",203,24.4883333333333,24.8664583333333,0,0,51.913436925625,52.414105294375,5.19583333333333,8.53333333333333,14.5083333333333,30.4604166666667,28.70625,28.075,0.234000854269583,0.87634094714125,1.11034180145417,0.154217628040204,"Summer",0,0,0
"197",204,22.9879166666667,23.3014583333333,0.889,3,59.4496560458333,59.4814614358333,4.88333333333333,8.60625,14.525,29.99375,28.4020833333333,28.15625,0.387926761111875,0.545634070372917,0.933560831466667,0.431814507313041,"Summer",0,0,0
"198",205,25.285,25.65375,0,0,44.6694101129167,44.7867670925,4.71875,8.575,14.525,30.4229166666667,28.5979166666667,28.1791666666667,0.436242697830167,0.499401967963721,0.935644665779167,0.316519806779673,"Summer",0,0,0
"199",206,25.5977083333333,26.239375,0,0,46.0360369214583,45.7255427308333,4.48958333333333,8.42708333333333,14.4625,30.26875,29.0125,28.41875,0.150181219850208,0.744466134512917,0.89464735436875,0.146678599655382,"Summer",0,0,0
"200",207,27.1091666666667,27.4979166666667,0,0,43.3562408941667,43.45898650125,4.39583333333333,8.32291666666667,14.4791666666667,30.9520833333333,29.2854166666667,28.4625,0.130012261278542,0.873158068471042,1.003170329775,0.164246351402841,"Summer",0,0,0
"201",208,26.9164583333333,27.8225,3.302,1,40.9955185585417,38.8789630939583,4.14375,8.42083333333333,14.4479166666667,29.375,28.9895833333333,28.70625,0.664135884283729,0.6190554014425,1.28319128573125,0.745660019998105,"Summer",0,0,0
"202",209,25.499375,26.0129166666667,0,0,46.3510298252083,45.6420918922917,4.14375,8.80208333333333,14.70625,27.73125,27.0395833333333,27.56875,0.385278283723125,0.8144278269875,1.19970611074375,0.385616115279097,"Summer",0,0,0
"203",210,23.3552083333333,24.0808333333333,42.545,12,57.1238353035417,55.4557325022917,11.5895833333333,9.82083333333333,14.73125,26.4125,26.7,27.3625,0.334112000552292,0.871838448068958,1.20595044874792,0.249475654447249,"Summer",1,210,1
"204",211,21.479375,22.0395833333333,8.255,6,70.1662228635417,68.5727312727083,22.3354166666667,14.51875,16.625,24.6166666666667,24.4041666666667,25.5333333333333,1.81800371132292,0.20421269334375,2.02221640464167,1.29134697703272,"Summer",1,211,1
"205",212,20.5716666666667,21.3858333333333,8.255,3,76.9545522814583,74.96510494125,21.3666666666667,14.53125,16.8979166666667,23.8354166666667,24.1458333333333,25.19375,1.52724086562417,0.431412237785417,1.95865310341667,0.749478941714507,"Summer",1,212,1
"206",213,24.2329166666667,25.2270833333333,0,0,57.3871626764583,55.01428418625,19.3041666666667,12.6041666666667,17.3770833333333,24.5791666666667,23.9979166666667,24.55625,0.934533771191667,1.23073044426063,2.16526421545833,0.540577554188536,"Summer",0,0,0
"207",214,24.959375,26.2789583333333,0,0,52.0600423008333,47.7980946266667,16.8083333333333,10.81875,16.2708333333333,24.5375,24.4166666666667,24.9104166666667,1.39116868410417,1.18438420867292,2.57555289275,0.650061785116228,"Summer",0,0,0
"208",215,25.5485416666667,26.4425,0,0,48.2050979279167,46.068086879375,15.2583333333333,9.90416666666667,15.74375,25.8333333333333,24.99375,25.0104166666667,0.567108029395833,2.25322404067917,2.82033207008333,0.644774576048889,"Summer",0,0,0
"209",216,26.0647916666667,26.74875,0,0,43.947952959375,42.591462216875,13.4333333333333,9.02916666666667,15.1416666666667,27.075,26.1041666666667,25.7708333333333,-0.632309663251042,3.50293434613333,2.87062468283333,0.732485203882795,"Summer",0,0,0
"210",217,25.8483333333333,26.665625,0,0,44.8295684604167,43.2251825766667,11.9,8.5,14.7604166666667,27.0229166666667,26.6958333333333,26.3520833333333,0.0497109724145833,2.75302121105833,2.80273218347917,0.332679107579278,"Summer",0,0,0
"211",218,22.4875,23.2414583333333,10.287,3,64.6208649783333,62.6690908429167,15.2604166666667,9.56041666666667,15.0166666666667,25.7604166666667,25.925,26.1354166666667,-0.765524909313375,3.25402409997021,2.48849919041667,0.450369150422884,"Summer",1,218,1
"212",219,24.4145833333333,25.08625,0,0,54.84269968125,53.078228985,18.2583333333333,10.4354166666667,15.9145833333333,25.7416666666667,25.1145833333333,25.5083333333333,-1.29830847327708,4.10922505433958,2.81091658072917,0.694798094519517,"Summer",0,0,0
"213",220,24.3685416666667,25.2597916666667,0,0,55.3274402583333,53.191735593125,15.1375,9.31666666666667,15.4625,25.5479166666667,25.5666666666667,25.6979166666667,-1.01258164224792,3.81763547236667,2.80505382995833,0.76536760876989,"Summer",0,0,0
"214",221,22.464375,23.1525,1.397,3,67.3576971685417,65.8264692064583,13.5416666666667,9.05208333333333,15.2791666666667,25.5645833333333,25.4833333333333,25.56875,-1.45015822516979,3.89561049719375,2.44545227204167,0.600613210418451,"Summer",0,0,0
"215",222,19.3252083333333,19.8833333333333,2.032,2,76.0163344020833,76.262713005,12.2791666666667,9.37916666666667,15.4,23.4979166666667,24.2604166666667,25.0166666666667,-0.80196047896875,3.05532157406146,2.25336109508333,0.459363287983573,"Summer",0,0,0
"216",223,21.8589583333333,22.7414583333333,0.254,1,62.234376284375,60.43539602375,11.8458333333333,9.45208333333333,15.5645833333333,23.8729166666667,23.5916666666667,24.20625,-2.21367446079625,4.55188761400833,2.33821315254167,0.737513532200482,"Summer",0,0,0
"217",224,24.1583333333333,25.3870833333333,0,0,49.7727103216667,46.4529982054167,11.0104166666667,8.93125,15.3729166666667,24.9375,24.4375,24.4895833333333,-1.75271119390833,4.06472106410417,2.3120098700625,0.260616712087242,"Summer",0,0,0
"218",225,26.1458333333333,27.3685416666667,0,0,35.8816500979167,32.818510986875,10.0875,8.56458333333333,14.9416666666667,26.45,25.41875,24.9833333333333,-2.41620153510833,4.69985907572708,2.28365754075,0.306111526184619,"Summer",0,0,0
"219",226,27.8666666666667,28.9660416666667,0,0,24.6506199058333,22.366337745625,9.22083333333333,8.23541666666667,14.7104166666667,27.0208333333333,26.4229166666667,25.7104166666667,-1.03116035731458,3.28366894516667,2.25250858772917,0.264179095355356,"Summer",0,0,0
"220",227,26.2666666666667,26.831875,0,0,38.9336492308333,38.1094341016667,8.83958333333333,8.01875,14.36875,28.3458333333333,27.4479166666667,26.3125,-1.31649953267894,3.34354571849167,2.0270461858125,0.371531916288031,"Summer",0,0,0
"221",228,26.0985416666667,26.8735416666667,0,0,35.87645829125,34.4902863566667,8.45833333333333,7.98541666666667,14.15,28.7145833333333,27.7875,26.8145833333333,-1.73029436209,3.45078869238125,1.72049433022917,0.275455589957471,"Summer",0,0,0
"222",229,25.9720833333333,26.7085416666667,0,0,32.1105429770833,30.8021723377083,8.1625,7.9625,13.93125,29.3625,28.2145833333333,27.2875,-1.73695422182917,3.26728328432563,1.53032906254167,0.240594949195468,"Summer",0,0,0
"223",230,25.0564583333333,25.975,0,0,41.030633394375,39.5221364472917,7.66041666666667,8.02083333333333,14.0083333333333,28.5166666666667,28.1166666666667,27.4229166666667,-1.32820520879042,2.71843939228958,1.39023418347917,0.228858422904392,"Summer",0,0,0
"224",231,26.5175,27.5322916666667,0,0,32.8362617254167,31.0006023810417,7.4625,8.00833333333333,14.0916666666667,29.03125,28.18125,27.3083333333333,-0.987901229693542,2.30001014734375,1.3121089176875,0.181604823478284,"Summer",0,0,0
